Date,Hour,load,zone
3/9/2017,7:00,10556,SCE
3/9/2017,7:00,2140,SDGE
3/9/2017,7:00,70,VEA
3/9/2017,8:00,2639,AZPS
3/9/2017,8:00,23758,CA ISO
3/9/2017,8:00,3401,NEVP
3/9/2017,8:00,5112,PACE
3/9/2017,8:00,2775,PACW
3/9/2017,8:00,11176,PGE
3/9/2017,8:00,3719,PSEI
3/9/2017,8:00,10410,SCE
3/9/2017,8:00,2109,SDGE
3/9/2017,8:00,63,VEA
3/9/2017,9:00,2540,AZPS
3/9/2017,9:00,23848,CA ISO
3/9/2017,9:00,3420,NEVP
3/9/2017,9:00,5100,PACE
3/9/2017,9:00,2712,PACW
3/9/2017,9:00,11136,PGE
3/9/2017,9:00,3669,PSEI
3/9/2017,9:00,10512,SCE
3/9/2017,9:00,2143,SDGE
3/9/2017,9:00,57,VEA
3/9/2017,10:00,2479,AZPS
3/9/2017,10:00,24425,CA ISO
3/9/2017,10:00,3468,NEVP
3/9/2017,10:00,5048,PACE
3/9/2017,10:00,2687,PACW
3/9/2017,10:00,11336,PGE
3/9/2017,10:00,3625,PSEI
3/9/2017,10:00,10860,SCE
3/9/2017,10:00,2176,SDGE
3/9/2017,10:00,53,VEA
3/9/2017,11:00,2462,AZPS
3/9/2017,11:00,24539,CA ISO
3/9/2017,11:00,3495,NEVP
3/9/2017,11:00,4998,PACE
3/9/2017,11:00,2629,PACW
3/9/2017,11:00,11126,PGE
3/9/2017,11:00,3584,PSEI
3/9/2017,11:00,11142,SCE
3/9/2017,11:00,2217,SDGE
3/9/2017,11:00,54,VEA
3/9/2017,12:00,2489,AZPS
3/9/2017,12:00,24596,CA ISO
3/9/2017,12:00,3527,NEVP
3/9/2017,12:00,4993,PACE
3/9/2017,12:00,2611,PACW
3/9/2017,12:00,10912,PGE
3/9/2017,12:00,3540,PSEI
3/9/2017,12:00,11386,SCE
3/9/2017,12:00,2238,SDGE
3/9/2017,12:00,60,VEA
3/9/2017,13:00,2561,AZPS
3/9/2017,13:00,24990,CA ISO
3/9/2017,13:00,3554,NEVP
3/9/2017,13:00,4983,PACE
3/9/2017,13:00,2575,PACW
3/9/2017,13:00,11024,PGE
3/9/2017,13:00,3518,PSEI
3/9/2017,13:00,11670,SCE
3/9/2017,13:00,2246,SDGE
3/9/2017,13:00,50,VEA
3/9/2017,14:00,2664,AZPS
3/9/2017,14:00,25361,CA ISO
3/9/2017,14:00,3604,NEVP
3/9/2017,14:00,4963,PACE
3/9/2017,14:00,2548,PACW
3/9/2017,14:00,11145,PGE
3/9/2017,14:00,3507,PSEI
3/9/2017,14:00,11858,SCE
3/9/2017,14:00,2308,SDGE
3/9/2017,14:00,50,VEA
3/9/2017,15:00,2811,AZPS
3/9/2017,15:00,25556,CA ISO
3/9/2017,15:00,3644,NEVP
3/9/2017,15:00,4966,PACE
3/9/2017,15:00,2529,PACW
3/9/2017,15:00,11136,PGE
3/9/2017,15:00,3540,PSEI
3/9/2017,15:00,11969,SCE
3/9/2017,15:00,2401,SDGE
3/9/2017,15:00,50,VEA
3/9/2017,16:00,2979,AZPS
3/9/2017,16:00,26115,CA ISO
3/9/2017,16:00,3688,NEVP
3/9/2017,16:00,5001,PACE
3/9/2017,16:00,2548,PACW
3/9/2017,16:00,11452,PGE
3/9/2017,16:00,3602,PSEI
3/9/2017,16:00,12131,SCE
3/9/2017,16:00,2481,SDGE
3/9/2017,16:00,51,VEA
3/9/2017,17:00,3137,AZPS
3/9/2017,17:00,26949,CA ISO
3/9/2017,17:00,3802,NEVP
3/9/2017,17:00,5174,PACE
3/9/2017,17:00,2627,PACW
3/9/2017,17:00,11904,PGE
3/9/2017,17:00,3713,PSEI
3/9/2017,17:00,12387,SCE
3/9/2017,17:00,2606,SDGE
3/9/2017,17:00,52,VEA
3/9/2017,18:00,3273,AZPS
3/9/2017,18:00,28569,CA ISO
3/9/2017,18:00,4022,NEVP
3/9/2017,18:00,5301,PACE
3/9/2017,18:00,2730,PACW
3/9/2017,18:00,12701,PGE
3/9/2017,18:00,3820,PSEI
3/9/2017,18:00,13011,SCE
3/9/2017,18:00,2802,SDGE
3/9/2017,18:00,55,VEA
3/9/2017,19:00,3205,AZPS
3/9/2017,19:00,28390,CA ISO
3/9/2017,19:00,3976,NEVP
3/9/2017,19:00,5212,PACE
3/9/2017,19:00,2708,PACW
3/9/2017,19:00,12741,PGE
3/9/2017,19:00,3761,PSEI
3/9/2017,19:00,12833,SCE
3/9/2017,19:00,2762,SDGE
3/9/2017,19:00,54,VEA
3/9/2017,20:00,3054,AZPS
3/9/2017,20:00,27383,CA ISO
3/9/2017,20:00,3868,NEVP
3/9/2017,20:00,5007,PACE
3/9/2017,20:00,2630,PACW
3/9/2017,20:00,12322,PGE
3/9/2017,20:00,3611,PSEI
3/9/2017,20:00,12366,SCE
3/9/2017,20:00,2642,SDGE
3/9/2017,20:00,53,VEA
3/9/2017,21:00,2816,AZPS
3/9/2017,21:00,25797,CA ISO
3/9/2017,21:00,3689,NEVP
3/9/2017,21:00,4737,PACE
3/9/2017,21:00,2466,PACW
3/9/2017,21:00,11659,PGE
3/9/2017,21:00,3358,PSEI
3/9/2017,21:00,11633,SCE
3/9/2017,21:00,2455,SDGE
3/9/2017,21:00,50,VEA
3/9/2017,22:00,2579,AZPS
3/9/2017,22:00,23743,CA ISO
3/9/2017,22:00,3466,NEVP
3/9/2017,22:00,4443,PACE
3/9/2017,22:00,2261,PACW
3/9/2017,22:00,10738,PGE
3/9/2017,22:00,3019,PSEI
3/9/2017,22:00,10718,SCE
3/9/2017,22:00,2241,SDGE
3/9/2017,22:00,46,VEA
3/9/2017,23:00,2439,AZPS
3/9/2017,23:00,21839,CA ISO
3/9/2017,23:00,3265,NEVP
3/9/2017,23:00,4248,PACE
3/9/2017,23:00,2088,PACW
3/9/2017,23:00,9936,PGE
3/9/2017,23:00,2720,PSEI
3/9/2017,23:00,9846,SCE
3/9/2017,23:00,2013,SDGE
3/9/2017,23:00,44,VEA
3/10/2017,0:00,2352,AZPS
3/10/2017,0:00,20535,CA ISO
3/10/2017,0:00,3120,NEVP
3/10/2017,0:00,4129,PACE
3/10/2017,0:00,1950,PACW
3/10/2017,0:00,9370,PGE
3/10/2017,0:00,2523,PSEI
3/10/2017,0:00,9254,SCE
3/10/2017,0:00,1868,SDGE
3/10/2017,0:00,43,VEA
3/10/2017,1:00,2315,AZPS
3/10/2017,1:00,19810,CA ISO
3/10/2017,1:00,3055,NEVP
3/10/2017,1:00,4090,PACE
3/10/2017,1:00,1900,PACW
3/10/2017,1:00,9037,PGE
3/10/2017,1:00,2414,PSEI
3/10/2017,1:00,8940,SCE
3/10/2017,1:00,1790,SDGE
3/10/2017,1:00,43,VEA
3/10/2017,2:00,2314,AZPS
3/10/2017,2:00,19352,CA ISO
3/10/2017,2:00,3015,NEVP
3/10/2017,2:00,4095,PACE
3/10/2017,2:00,1875,PACW
3/10/2017,2:00,8866,PGE
3/10/2017,2:00,2360,PSEI
3/10/2017,2:00,8699,SCE
3/10/2017,2:00,1743,SDGE
3/10/2017,2:00,44,VEA
3/10/2017,3:00,2389,AZPS
3/10/2017,3:00,19205,CA ISO
3/10/2017,3:00,2996,NEVP
3/10/2017,3:00,4169,PACE
3/10/2017,3:00,1877,PACW
3/10/2017,3:00,8796,PGE
3/10/2017,3:00,2384,PSEI
3/10/2017,3:00,8618,SCE
3/10/2017,3:00,1744,SDGE
3/10/2017,3:00,47,VEA
3/10/2017,4:00,2577,AZPS
3/10/2017,4:00,19635,CA ISO
3/10/2017,4:00,3038,NEVP
3/10/2017,4:00,4368,PACE
3/10/2017,4:00,1952,PACW
3/10/2017,4:00,8993,PGE
3/10/2017,4:00,2510,PSEI
3/10/2017,4:00,8820,SCE
3/10/2017,4:00,1771,SDGE
3/10/2017,4:00,51,VEA
3/10/2017,5:00,2856,AZPS
3/10/2017,5:00,20978,CA ISO
3/10/2017,5:00,3191,NEVP
3/10/2017,5:00,4725,PACE
3/10/2017,5:00,2181,PACW
3/10/2017,5:00,9592,PGE
3/10/2017,5:00,2797,PSEI
3/10/2017,5:00,9443,SCE
3/10/2017,5:00,1885,SDGE
3/10/2017,5:00,58,VEA
3/10/2017,6:00,2909,AZPS
3/10/2017,6:00,22896,CA ISO
3/10/2017,6:00,3295,NEVP
3/10/2017,6:00,4942,PACE
3/10/2017,6:00,2522,PACW
3/10/2017,6:00,10657,PGE
3/10/2017,6:00,3183,PSEI
3/10/2017,6:00,10116,SCE
3/10/2017,6:00,2058,SDGE
3/10/2017,6:00,65,VEA
3/10/2017,7:00,2777,AZPS
3/10/2017,7:00,24060,CA ISO
3/10/2017,7:00,3384,NEVP
3/10/2017,7:00,5016,PACE
3/10/2017,7:00,2694,PACW
3/10/2017,7:00,11304,PGE
3/10/2017,7:00,3380,PSEI
3/10/2017,7:00,10585,SCE
3/10/2017,7:00,2108,SDGE
3/10/2017,7:00,63,VEA
3/10/2017,8:00,2665,AZPS
3/10/2017,8:00,24432,CA ISO
3/10/2017,8:00,3442,NEVP
3/10/2017,8:00,5037,PACE
3/10/2017,8:00,2635,PACW
3/10/2017,8:00,11382,PGE
3/10/2017,8:00,3386,PSEI
3/10/2017,8:00,10841,SCE
3/10/2017,8:00,2150,SDGE
3/10/2017,8:00,59,VEA
3/10/2017,9:00,2590,AZPS
3/10/2017,9:00,24585,CA ISO
3/10/2017,9:00,3522,NEVP
3/10/2017,9:00,5032,PACE
3/10/2017,9:00,2548,PACW
3/10/2017,9:00,11357,PGE
3/10/2017,9:00,3324,PSEI
3/10/2017,9:00,11035,SCE
3/10/2017,9:00,2138,SDGE
3/10/2017,9:00,55,VEA
3/10/2017,10:00,2547,AZPS
3/10/2017,10:00,25194,CA ISO
3/10/2017,10:00,3548,NEVP
3/10/2017,10:00,5005,PACE
3/10/2017,10:00,2467,PACW
3/10/2017,10:00,11717,PGE
3/10/2017,10:00,3255,PSEI
3/10/2017,10:00,11245,SCE
3/10/2017,10:00,2180,SDGE
3/10/2017,10:00,52,VEA
3/10/2017,11:00,2539,AZPS
3/10/2017,11:00,25776,CA ISO
3/10/2017,11:00,3565,NEVP
3/10/2017,11:00,4961,PACE
3/10/2017,11:00,2384,PACW
3/10/2017,11:00,11865,PGE
3/10/2017,11:00,3186,PSEI
3/10/2017,11:00,11667,SCE
3/10/2017,11:00,2195,SDGE
3/10/2017,11:00,49,VEA
3/10/2017,12:00,2590,AZPS
3/10/2017,12:00,25976,CA ISO
3/10/2017,12:00,3592,NEVP
3/10/2017,12:00,4949,PACE
3/10/2017,12:00,2321,PACW
3/10/2017,12:00,11843,PGE
3/10/2017,12:00,3130,PSEI
3/10/2017,12:00,11891,SCE
3/10/2017,12:00,2193,SDGE
3/10/2017,12:00,49,VEA
3/10/2017,13:00,2672,AZPS
3/10/2017,13:00,26017,CA ISO
3/10/2017,13:00,3614,NEVP
3/10/2017,13:00,4932,PACE
3/10/2017,13:00,2264,PACW
3/10/2017,13:00,11660,PGE
3/10/2017,13:00,3052,PSEI
3/10/2017,13:00,12047,SCE
3/10/2017,13:00,2262,SDGE
3/10/2017,13:00,48,VEA
3/10/2017,14:00,2803,AZPS
3/10/2017,14:00,25728,CA ISO
3/10/2017,14:00,3638,NEVP
3/10/2017,14:00,4879,PACE
3/10/2017,14:00,2213,PACW
3/10/2017,14:00,11198,PGE
3/10/2017,14:00,2992,PSEI
3/10/2017,14:00,12146,SCE
3/10/2017,14:00,2336,SDGE
3/10/2017,14:00,48,VEA
3/10/2017,15:00,2948,AZPS
3/10/2017,15:00,25617,CA ISO
3/10/2017,15:00,3637,NEVP
3/10/2017,15:00,4860,PACE
3/10/2017,15:00,2173,PACW
3/10/2017,15:00,11063,PGE
3/10/2017,15:00,2970,PSEI
3/10/2017,15:00,12086,SCE
3/10/2017,15:00,2420,SDGE
3/10/2017,15:00,48,VEA
3/10/2017,16:00,3082,AZPS
3/10/2017,16:00,25772,CA ISO
3/10/2017,16:00,3664,NEVP
3/10/2017,16:00,4888,PACE
3/10/2017,16:00,2185,PACW
3/10/2017,16:00,11326,PGE
3/10/2017,16:00,3020,PSEI
3/10/2017,16:00,11954,SCE
3/10/2017,16:00,2443,SDGE
3/10/2017,16:00,49,VEA
3/10/2017,17:00,3163,AZPS
3/10/2017,17:00,26384,CA ISO
3/10/2017,17:00,3781,NEVP
3/10/2017,17:00,5022,PACE
3/10/2017,17:00,2246,PACW
3/10/2017,17:00,11776,PGE
3/10/2017,17:00,3142,PSEI
3/10/2017,17:00,12008,SCE
3/10/2017,17:00,2549,SDGE
3/10/2017,17:00,51,VEA
3/10/2017,18:00,3239,AZPS
3/10/2017,18:00,27759,CA ISO
3/10/2017,18:00,3962,NEVP
3/10/2017,18:00,5081,PACE
3/10/2017,18:00,2377,PACW
3/10/2017,18:00,12386,PGE
3/10/2017,18:00,3319,PSEI
3/10/2017,18:00,12598,SCE
3/10/2017,18:00,2722,SDGE
3/10/2017,18:00,53,VEA
3/10/2017,19:00,3141,AZPS
3/10/2017,19:00,27637,CA ISO
3/10/2017,19:00,3926,NEVP
3/10/2017,19:00,4991,PACE
3/10/2017,19:00,2402,PACW
3/10/2017,19:00,12427,PGE
3/10/2017,19:00,3328,PSEI
3/10/2017,19:00,12488,SCE
3/10/2017,19:00,2670,SDGE
3/10/2017,19:00,52,VEA
3/10/2017,20:00,3027,AZPS
3/10/2017,20:00,26751,CA ISO
3/10/2017,20:00,3842,NEVP
3/10/2017,20:00,4851,PACE
3/10/2017,20:00,2355,PACW
3/10/2017,20:00,12031,PGE
3/10/2017,20:00,3244,PSEI
3/10/2017,20:00,12105,SCE
3/10/2017,20:00,2565,SDGE
3/10/2017,20:00,50,VEA
3/10/2017,21:00,2850,AZPS
3/10/2017,21:00,25498,CA ISO
3/10/2017,21:00,3721,NEVP
3/10/2017,21:00,4636,PACE
3/10/2017,21:00,2270,PACW
3/10/2017,21:00,11502,PGE
3/10/2017,21:00,3098,PSEI
3/10/2017,21:00,11540,SCE
3/10/2017,21:00,2408,SDGE
3/10/2017,21:00,48,VEA
3/10/2017,22:00,2631,AZPS
3/10/2017,22:00,23834,CA ISO
3/10/2017,22:00,3562,NEVP
3/10/2017,22:00,4397,PACE
3/10/2017,22:00,2137,PACW
3/10/2017,22:00,10808,PGE
3/10/2017,22:00,2869,PSEI
3/10/2017,22:00,10745,SCE
3/10/2017,22:00,2237,SDGE
3/10/2017,22:00,44,VEA
3/10/2017,23:00,2472,AZPS
3/10/2017,23:00,22212,CA ISO
3/10/2017,23:00,3375,NEVP
3/10/2017,23:00,4205,PACE
3/10/2017,23:00,2007,PACW
3/10/2017,23:00,10087,PGE
3/10/2017,23:00,2644,PSEI
3/10/2017,23:00,10052,SCE
3/10/2017,23:00,2031,SDGE
3/10/2017,23:00,42,VEA
3/11/2017,0:00,2365,AZPS
3/11/2017,0:00,20800,CA ISO
3/11/2017,0:00,3220,NEVP
3/11/2017,0:00,4076,PACE
3/11/2017,0:00,1913,PACW
3/11/2017,0:00,9491,PGE
3/11/2017,0:00,2474,PSEI
3/11/2017,0:00,9385,SCE
3/11/2017,0:00,1883,SDGE
3/11/2017,0:00,41,VEA
3/11/2017,1:00,2294,AZPS
3/11/2017,1:00,20104,CA ISO
3/11/2017,1:00,3123,NEVP
3/11/2017,1:00,4022,PACE
3/11/2017,1:00,1872,PACW
3/11/2017,1:00,9363,PGE
3/11/2017,1:00,2396,PSEI
3/11/2017,1:00,8912,SCE
3/11/2017,1:00,1788,SDGE
3/11/2017,1:00,41,VEA
3/11/2017,2:00,2271,AZPS
3/11/2017,2:00,19576,CA ISO
3/11/2017,2:00,3070,NEVP
3/11/2017,2:00,4020,PACE
3/11/2017,2:00,1861,PACW
3/11/2017,2:00,9176,PGE
3/11/2017,2:00,2364,PSEI
3/11/2017,2:00,8631,SCE
3/11/2017,2:00,1727,SDGE
3/11/2017,2:00,42,VEA
3/11/2017,3:00,2279,AZPS
3/11/2017,3:00,19343,CA ISO
3/11/2017,3:00,3039,NEVP
3/11/2017,3:00,4068,PACE
3/11/2017,3:00,1875,PACW
3/11/2017,3:00,9059,PGE
3/11/2017,3:00,2376,PSEI
3/11/2017,3:00,8538,SCE
3/11/2017,3:00,1702,SDGE
3/11/2017,3:00,44,VEA
3/11/2017,4:00,2360,AZPS
3/11/2017,4:00,19355,CA ISO
3/11/2017,4:00,3044,NEVP
3/11/2017,4:00,4155,PACE
3/11/2017,4:00,1927,PACW
3/11/2017,4:00,9048,PGE
3/11/2017,4:00,2436,PSEI
3/11/2017,4:00,8551,SCE
3/11/2017,4:00,1710,SDGE
3/11/2017,4:00,46,VEA
3/11/2017,5:00,2476,AZPS
3/11/2017,5:00,19635,CA ISO
3/11/2017,5:00,3091,NEVP
3/11/2017,5:00,4302,PACE
3/11/2017,5:00,2046,PACW
3/11/2017,5:00,9026,PGE
3/11/2017,5:00,2580,PSEI
3/11/2017,5:00,8789,SCE
3/11/2017,5:00,1769,SDGE
3/11/2017,5:00,51,VEA
3/11/2017,6:00,2537,AZPS
3/11/2017,6:00,20189,CA ISO
3/11/2017,6:00,3053,NEVP
3/11/2017,6:00,4393,PACE
3/11/2017,6:00,2203,PACW
3/11/2017,6:00,9388,PGE
3/11/2017,6:00,2807,PSEI
3/11/2017,6:00,8935,SCE
3/11/2017,6:00,1811,SDGE
3/11/2017,6:00,55,VEA
3/11/2017,7:00,2556,AZPS
3/11/2017,7:00,20517,CA ISO
3/11/2017,7:00,3095,NEVP
3/11/2017,7:00,4491,PACE
3/11/2017,7:00,2354,PACW
3/11/2017,7:00,9600,PGE
3/11/2017,7:00,3035,PSEI
3/11/2017,7:00,9033,SCE
3/11/2017,7:00,1830,SDGE
3/11/2017,7:00,54,VEA
3/11/2017,8:00,2517,AZPS
3/11/2017,8:00,20877,CA ISO
3/11/2017,8:00,3197,NEVP
3/11/2017,8:00,4550,PACE
3/11/2017,8:00,2472,PACW
3/11/2017,8:00,9817,PGE
3/11/2017,8:00,3251,PSEI
3/11/2017,8:00,9157,SCE
3/11/2017,8:00,1852,SDGE
3/11/2017,8:00,51,VEA
3/11/2017,9:00,2461,AZPS
3/11/2017,9:00,21363,CA ISO
3/11/2017,9:00,3311,NEVP
3/11/2017,9:00,4548,PACE
3/11/2017,9:00,2509,PACW
3/11/2017,9:00,10141,PGE
3/11/2017,9:00,3388,PSEI
3/11/2017,9:00,9337,SCE
3/11/2017,9:00,1836,SDGE
3/11/2017,9:00,49,VEA
3/11/2017,10:00,2451,AZPS
3/11/2017,10:00,21545,CA ISO
3/11/2017,10:00,3377,NEVP
3/11/2017,10:00,4511,PACE
3/11/2017,10:00,2489,PACW
3/11/2017,10:00,10145,PGE
3/11/2017,10:00,3433,PSEI
3/11/2017,10:00,9525,SCE
3/11/2017,10:00,1828,SDGE
3/11/2017,10:00,47,VEA
3/11/2017,11:00,2458,AZPS
3/11/2017,11:00,21645,CA ISO
3/11/2017,11:00,3395,NEVP
3/11/2017,11:00,4468,PACE
3/11/2017,11:00,2426,PACW
3/11/2017,11:00,10083,PGE
3/11/2017,11:00,3415,PSEI
3/11/2017,11:00,9670,SCE
3/11/2017,11:00,1845,SDGE
3/11/2017,11:00,47,VEA
3/11/2017,12:00,2507,AZPS
3/11/2017,12:00,21763,CA ISO
3/11/2017,12:00,3428,NEVP
3/11/2017,12:00,4430,PACE
3/11/2017,12:00,2349,PACW
3/11/2017,12:00,10019,PGE
3/11/2017,12:00,3345,PSEI
3/11/2017,12:00,9852,SCE
3/11/2017,12:00,1846,SDGE
3/11/2017,12:00,46,VEA
3/11/2017,13:00,2607,AZPS
3/11/2017,13:00,21805,CA ISO
3/11/2017,13:00,3457,NEVP
3/11/2017,13:00,4413,PACE
3/11/2017,13:00,2274,PACW
3/11/2017,13:00,10017,PGE
3/11/2017,13:00,3218,PSEI
3/11/2017,13:00,9872,SCE
3/11/2017,13:00,1869,SDGE
3/11/2017,13:00,47,VEA
3/11/2017,14:00,2745,AZPS
3/11/2017,14:00,22210,CA ISO
3/11/2017,14:00,3489,NEVP
3/11/2017,14:00,4430,PACE
3/11/2017,14:00,2204,PACW
3/11/2017,14:00,10090,PGE
3/11/2017,14:00,3106,PSEI
3/11/2017,14:00,10146,SCE
3/11/2017,14:00,1927,SDGE
3/11/2017,14:00,47,VEA
3/11/2017,15:00,2904,AZPS
3/11/2017,15:00,22839,CA ISO
3/11/2017,15:00,3537,NEVP
3/11/2017,15:00,4447,PACE
3/11/2017,15:00,2162,PACW
3/11/2017,15:00,10323,PGE
3/11/2017,15:00,3064,PSEI
3/11/2017,15:00,10445,SCE
3/11/2017,15:00,2023,SDGE
3/11/2017,15:00,48,VEA
3/11/2017,16:00,3062,AZPS
3/11/2017,16:00,23228,CA ISO
3/11/2017,16:00,3580,NEVP
3/11/2017,16:00,4540,PACE
3/11/2017,16:00,2182,PACW
3/11/2017,16:00,10227,PGE
3/11/2017,16:00,3074,PSEI
3/11/2017,16:00,10778,SCE
3/11/2017,16:00,2174,SDGE
3/11/2017,16:00,49,VEA
3/11/2017,17:00,3153,AZPS
3/11/2017,17:00,24361,CA ISO
3/11/2017,17:00,3684,NEVP
3/11/2017,17:00,4741,PACE
3/11/2017,17:00,2244,PACW
3/11/2017,17:00,10805,PGE
3/11/2017,17:00,3159,PSEI
3/11/2017,17:00,11155,SCE
3/11/2017,17:00,2351,SDGE
3/11/2017,17:00,50,VEA
3/11/2017,18:00,3216,AZPS
3/11/2017,18:00,26018,CA ISO
3/11/2017,18:00,3912,NEVP
3/11/2017,18:00,4892,PACE
3/11/2017,18:00,2354,PACW
3/11/2017,18:00,11591,PGE
3/11/2017,18:00,3293,PSEI
3/11/2017,18:00,11807,SCE
3/11/2017,18:00,2568,SDGE
3/11/2017,18:00,52,VEA
3/11/2017,19:00,3119,AZPS
3/11/2017,19:00,26044,CA ISO
3/11/2017,19:00,3874,NEVP
3/11/2017,19:00,4845,PACE
3/11/2017,19:00,2364,PACW
3/11/2017,19:00,11708,PGE
3/11/2017,19:00,3265,PSEI
3/11/2017,19:00,11738,SCE
3/11/2017,19:00,2548,SDGE
3/11/2017,19:00,50,VEA
3/11/2017,20:00,2991,AZPS
3/11/2017,20:00,25295,CA ISO
3/11/2017,20:00,3789,NEVP
3/11/2017,20:00,4723,PACE
3/11/2017,20:00,2301,PACW
3/11/2017,20:00,11382,PGE
3/11/2017,20:00,3156,PSEI
3/11/2017,20:00,11408,SCE
3/11/2017,20:00,2456,SDGE
3/11/2017,20:00,49,VEA
3/11/2017,21:00,2806,AZPS
3/11/2017,21:00,24155,CA ISO
3/11/2017,21:00,3659,NEVP
3/11/2017,21:00,4512,PACE
3/11/2017,21:00,2204,PACW
3/11/2017,21:00,10933,PGE
3/11/2017,21:00,3009,PSEI
3/11/2017,21:00,10855,SCE
3/11/2017,21:00,2321,SDGE
3/11/2017,21:00,46,VEA
3/11/2017,22:00,2599,AZPS
3/11/2017,22:00,22638,CA ISO
3/11/2017,22:00,3493,NEVP
3/11/2017,22:00,4293,PACE
3/11/2017,22:00,2069,PACW
3/11/2017,22:00,10318,PGE
3/11/2017,22:00,2795,PSEI
3/11/2017,22:00,10136,SCE
3/11/2017,22:00,2141,SDGE
3/11/2017,22:00,43,VEA
3/11/2017,23:00,2461,AZPS
3/11/2017,23:00,21206,CA ISO
3/11/2017,23:00,3303,NEVP
3/11/2017,23:00,4136,PACE
3/11/2017,23:00,1946,PACW
3/11/2017,23:00,9671,PGE
3/11/2017,23:00,2578,PSEI
3/11/2017,23:00,9533,SCE
3/11/2017,23:00,1961,SDGE
3/11/2017,23:00,41,VEA
3/12/2017,0:00,2354,AZPS
3/12/2017,0:00,19979,CA ISO
3/12/2017,0:00,3167,NEVP
3/12/2017,0:00,4042,PACE
3/12/2017,0:00,1853,PACW
3/12/2017,0:00,9147,PGE
3/12/2017,0:00,2414,PSEI
3/12/2017,0:00,8962,SCE
3/12/2017,0:00,1830,SDGE
3/12/2017,0:00,40,VEA
3/12/2017,1:00,2289,AZPS
3/12/2017,1:00,19137,CA ISO
3/12/2017,1:00,3072,NEVP
3/12/2017,1:00,3995,PACE
3/12/2017,1:00,1806,PACW
3/12/2017,1:00,8764,PGE
3/12/2017,1:00,2313,PSEI
3/12/2017,1:00,8589,SCE
3/12/2017,1:00,1744,SDGE
3/12/2017,1:00,40,VEA
3/12/2017,3:00,2250,AZPS
3/12/2017,3:00,18673,CA ISO
3/12/2017,3:00,2999,NEVP
3/12/2017,3:00,3981,PACE
3/12/2017,3:00,1786,PACW
3/12/2017,3:00,8548,PGE
3/12/2017,3:00,2273,PSEI
3/12/2017,3:00,8358,SCE
3/12/2017,3:00,1726,SDGE
3/12/2017,3:00,41,VEA
3/12/2017,4:00,2249,AZPS
3/12/2017,4:00,18423,CA ISO
3/12/2017,4:00,2972,NEVP
3/12/2017,4:00,4021,PACE
3/12/2017,4:00,1806,PACW
3/12/2017,4:00,8464,PGE
3/12/2017,4:00,2283,PSEI
3/12/2017,4:00,8226,SCE
3/12/2017,4:00,1691,SDGE
3/12/2017,4:00,42,VEA
3/12/2017,5:00,2293,AZPS
3/12/2017,5:00,18610,CA ISO
3/12/2017,5:00,2997,NEVP
3/12/2017,5:00,4111,PACE
3/12/2017,5:00,1879,PACW
3/12/2017,5:00,8557,PGE
3/12/2017,5:00,2355,PSEI
3/12/2017,5:00,8299,SCE
3/12/2017,5:00,1709,SDGE
3/12/2017,5:00,45,VEA
3/12/2017,6:00,2370,AZPS
3/12/2017,6:00,19247,CA ISO
3/12/2017,6:00,3050,NEVP
3/12/2017,6:00,4245,PACE
3/12/2017,6:00,2006,PACW
3/12/2017,6:00,8857,PGE
3/12/2017,6:00,2491,PSEI
3/12/2017,6:00,8559,SCE
3/12/2017,6:00,1780,SDGE
3/12/2017,6:00,51,VEA
3/12/2017,7:00,2415,AZPS
3/12/2017,7:00,19542,CA ISO
3/12/2017,7:00,3013,NEVP
3/12/2017,7:00,4335,PACE
3/12/2017,7:00,2159,PACW
3/12/2017,7:00,9130,PGE
3/12/2017,7:00,2672,PSEI
3/12/2017,7:00,8537,SCE
3/12/2017,7:00,1821,SDGE
3/12/2017,7:00,54,VEA
3/12/2017,8:00,2430,AZPS
3/12/2017,8:00,19635,CA ISO
3/12/2017,8:00,3053,NEVP
3/12/2017,8:00,4362,PACE
3/12/2017,8:00,2281,PACW
3/12/2017,8:00,9187,PGE
3/12/2017,8:00,2832,PSEI
3/12/2017,8:00,8571,SCE
3/12/2017,8:00,1824,SDGE
3/12/2017,8:00,53,VEA
3/12/2017,9:00,2402,AZPS
3/12/2017,9:00,19572,CA ISO
3/12/2017,9:00,3146,NEVP
3/12/2017,9:00,4402,PACE
3/12/2017,9:00,2310,PACW
3/12/2017,9:00,9108,PGE
3/12/2017,9:00,2967,PSEI
3/12/2017,9:00,8620,SCE
3/12/2017,9:00,1793,SDGE
3/12/2017,9:00,51,VEA
3/12/2017,10:00,2387,AZPS
3/12/2017,10:00,19530,CA ISO
3/12/2017,10:00,3235,NEVP
3/12/2017,10:00,4387,PACE
3/12/2017,10:00,2262,PACW
3/12/2017,10:00,9150,PGE
3/12/2017,10:00,3048,PSEI
3/12/2017,10:00,8594,SCE
3/12/2017,10:00,1738,SDGE
3/12/2017,10:00,48,VEA
3/12/2017,11:00,2396,AZPS
3/12/2017,11:00,19643,CA ISO
3/12/2017,11:00,3294,NEVP
3/12/2017,11:00,4413,PACE
3/12/2017,11:00,2199,PACW
3/12/2017,11:00,9050,PGE
3/12/2017,11:00,3069,PSEI
3/12/2017,11:00,8789,SCE
3/12/2017,11:00,1757,SDGE
3/12/2017,11:00,47,VEA
3/12/2017,12:00,2440,AZPS
3/12/2017,12:00,19723,CA ISO
3/12/2017,12:00,3354,NEVP
