Date,Hour,load,zone
7/1/2017,16:00,6064,AZPS
7/1/2017,16:00,30236,CA ISO
7/1/2017,16:00,7506,NEVP
7/1/2017,16:00,7033,PACE
7/1/2017,16:00,2737,PACW
7/1/2017,16:00,13520,PGE
7/1/2017,16:00,2478,PSEI
7/1/2017,16:00,14364,SCE
7/1/2017,16:00,2239,SDGE
7/1/2017,16:00,113,VEA
7/1/2017,17:00,6155,AZPS
7/1/2017,17:00,31129,CA ISO
7/1/2017,17:00,7497,NEVP
7/1/2017,17:00,7041,PACE
7/1/2017,17:00,2780,PACW
7/1/2017,17:00,14138,PGE
7/1/2017,17:00,2534,PSEI
7/1/2017,17:00,14520,SCE
7/1/2017,17:00,2359,SDGE
7/1/2017,17:00,112,VEA
7/1/2017,18:00,6062,AZPS
7/1/2017,18:00,31455,CA ISO
7/1/2017,18:00,7322,NEVP
7/1/2017,18:00,6904,PACE
7/1/2017,18:00,2775,PACW
7/1/2017,18:00,14572,PGE
7/1/2017,18:00,2557,PSEI
7/1/2017,18:00,14330,SCE
7/1/2017,18:00,2445,SDGE
7/1/2017,18:00,108,VEA
7/1/2017,19:00,5732,AZPS
7/1/2017,19:00,31110,CA ISO
7/1/2017,19:00,6973,NEVP
7/1/2017,19:00,6627,PACE
7/1/2017,19:00,2706,PACW
7/1/2017,19:00,14620,PGE
7/1/2017,19:00,2538,PSEI
7/1/2017,19:00,13909,SCE
7/1/2017,19:00,2481,SDGE
7/1/2017,19:00,100,VEA
7/1/2017,20:00,5420,AZPS
7/1/2017,20:00,30799,CA ISO
7/1/2017,20:00,6677,NEVP
7/1/2017,20:00,6428,PACE
7/1/2017,20:00,2585,PACW
7/1/2017,20:00,14364,PGE
7/1/2017,20:00,2486,PSEI
7/1/2017,20:00,13766,SCE
7/1/2017,20:00,2577,SDGE
7/1/2017,20:00,92,VEA
7/1/2017,21:00,5022,AZPS
7/1/2017,21:00,30198,CA ISO
7/1/2017,21:00,6308,NEVP
7/1/2017,21:00,6128,PACE
7/1/2017,21:00,2511,PACW
7/1/2017,21:00,14158,PGE
7/1/2017,21:00,2475,PSEI
7/1/2017,21:00,13437,SCE
7/1/2017,21:00,2520,SDGE
7/1/2017,21:00,83,VEA
7/1/2017,22:00,4586,AZPS
7/1/2017,22:00,28413,CA ISO
7/1/2017,22:00,5841,NEVP
7/1/2017,22:00,5692,PACE
7/1/2017,22:00,2347,PACW
7/1/2017,22:00,13333,PGE
7/1/2017,22:00,2386,PSEI
7/1/2017,22:00,12646,SCE
7/1/2017,22:00,2359,SDGE
7/1/2017,22:00,75,VEA
7/1/2017,23:00,4172,AZPS
7/1/2017,23:00,26362,CA ISO
7/1/2017,23:00,5340,NEVP
7/1/2017,23:00,5288,PACE
7/1/2017,23:00,2137,PACW
7/1/2017,23:00,12326,PGE
7/1/2017,23:00,2186,PSEI
7/1/2017,23:00,11796,SCE
7/1/2017,23:00,2172,SDGE
7/1/2017,23:00,68,VEA
7/2/2017,0:00,3825,AZPS
7/2/2017,0:00,24632,CA ISO
7/2/2017,0:00,4867,NEVP
7/2/2017,0:00,4961,PACE
7/2/2017,0:00,1941,PACW
7/2/2017,0:00,11552,PGE
7/2/2017,0:00,1994,PSEI
7/2/2017,0:00,11010,SCE
7/2/2017,0:00,2008,SDGE
7/2/2017,0:00,62,VEA
7/2/2017,1:00,3563,AZPS
7/2/2017,1:00,23290,CA ISO
7/2/2017,1:00,4529,NEVP
7/2/2017,1:00,4768,PACE
7/2/2017,1:00,1830,PACW
7/2/2017,1:00,10941,PGE
7/2/2017,1:00,1864,PSEI
7/2/2017,1:00,10402,SCE
7/2/2017,1:00,1890,SDGE
7/2/2017,1:00,57,VEA
7/2/2017,2:00,3360,AZPS
7/2/2017,2:00,22439,CA ISO
7/2/2017,2:00,4272,NEVP
7/2/2017,2:00,4637,PACE
7/2/2017,2:00,1758,PACW
7/2/2017,2:00,10515,PGE
7/2/2017,2:00,1782,PSEI
7/2/2017,2:00,10040,SCE
7/2/2017,2:00,1830,SDGE
7/2/2017,2:00,54,VEA
7/2/2017,3:00,3203,AZPS
7/2/2017,3:00,21829,CA ISO
7/2/2017,3:00,4078,NEVP
7/2/2017,3:00,4549,PACE
7/2/2017,3:00,1713,PACW
7/2/2017,3:00,10224,PGE
7/2/2017,3:00,1745,PSEI
7/2/2017,3:00,9763,SCE
7/2/2017,3:00,1791,SDGE
7/2/2017,3:00,51,VEA
7/2/2017,4:00,3098,AZPS
7/2/2017,4:00,21627,CA ISO
7/2/2017,4:00,3955,NEVP
7/2/2017,4:00,4517,PACE
7/2/2017,4:00,1699,PACW
7/2/2017,4:00,10120,PGE
7/2/2017,4:00,1742,PSEI
7/2/2017,4:00,9673,SCE
7/2/2017,4:00,1783,SDGE
7/2/2017,4:00,51,VEA
7/2/2017,5:00,3003,AZPS
7/2/2017,5:00,21682,CA ISO
7/2/2017,5:00,3843,NEVP
7/2/2017,5:00,4477,PACE
7/2/2017,5:00,1698,PACW
7/2/2017,5:00,10134,PGE
7/2/2017,5:00,1733,PSEI
7/2/2017,5:00,9695,SCE
7/2/2017,5:00,1803,SDGE
7/2/2017,5:00,50,VEA
7/2/2017,6:00,3011,AZPS
7/2/2017,6:00,21431,CA ISO
7/2/2017,6:00,3793,NEVP
7/2/2017,6:00,4577,PACE
7/2/2017,6:00,1747,PACW
7/2/2017,6:00,10056,PGE
7/2/2017,6:00,1788,PSEI
7/2/2017,6:00,9518,SCE
7/2/2017,6:00,1806,SDGE
7/2/2017,6:00,51,VEA
7/2/2017,7:00,3200,AZPS
7/2/2017,7:00,21774,CA ISO
7/2/2017,7:00,4047,NEVP
7/2/2017,7:00,4868,PACE
7/2/2017,7:00,1870,PACW
7/2/2017,7:00,10139,PGE
7/2/2017,7:00,1935,PSEI
7/2/2017,7:00,9692,SCE
7/2/2017,7:00,1886,SDGE
7/2/2017,7:00,57,VEA
7/2/2017,8:00,3459,AZPS
7/2/2017,8:00,22536,CA ISO
7/2/2017,8:00,4438,NEVP
7/2/2017,8:00,5174,PACE
7/2/2017,8:00,2021,PACW
7/2/2017,8:00,10531,PGE
7/2/2017,8:00,2117,PSEI
7/2/2017,8:00,10001,SCE
7/2/2017,8:00,1938,SDGE
7/2/2017,8:00,66,VEA
7/2/2017,9:00,3753,AZPS
7/2/2017,9:00,23206,CA ISO
7/2/2017,9:00,4876,NEVP
7/2/2017,9:00,5495,PACE
7/2/2017,9:00,2149,PACW
7/2/2017,9:00,10818,PGE
7/2/2017,9:00,2265,PSEI
7/2/2017,9:00,10377,SCE
7/2/2017,9:00,1938,SDGE
7/2/2017,9:00,73,VEA
7/2/2017,10:00,4071,AZPS
7/2/2017,10:00,23850,CA ISO
7/2/2017,10:00,5309,NEVP
7/2/2017,10:00,5787,PACE
7/2/2017,10:00,2233,PACW
7/2/2017,10:00,11018,PGE
7/2/2017,10:00,2346,PSEI
7/2/2017,10:00,10827,SCE
7/2/2017,10:00,1924,SDGE
7/2/2017,10:00,81,VEA
7/2/2017,11:00,4403,AZPS
7/2/2017,11:00,24707,CA ISO
7/2/2017,11:00,5742,NEVP
7/2/2017,11:00,6129,PACE
7/2/2017,11:00,2327,PACW
7/2/2017,11:00,11346,PGE
7/2/2017,11:00,2390,PSEI
7/2/2017,11:00,11344,SCE
7/2/2017,11:00,1929,SDGE
7/2/2017,11:00,88,VEA
7/2/2017,12:00,4720,AZPS
7/2/2017,12:00,25656,CA ISO
7/2/2017,12:00,6083,NEVP
7/2/2017,12:00,6393,PACE
7/2/2017,12:00,2412,PACW
7/2/2017,12:00,11749,PGE
7/2/2017,12:00,2422,PSEI
7/2/2017,12:00,11860,SCE
7/2/2017,12:00,1954,SDGE
7/2/2017,12:00,93,VEA
7/2/2017,13:00,5064,AZPS
7/2/2017,13:00,26757,CA ISO
7/2/2017,13:00,6382,NEVP
7/2/2017,13:00,6654,PACE
7/2/2017,13:00,2504,PACW
7/2/2017,13:00,12151,PGE
7/2/2017,13:00,2437,PSEI
7/2/2017,13:00,12542,SCE
7/2/2017,13:00,1966,SDGE
7/2/2017,13:00,98,VEA
7/2/2017,14:00,5388,AZPS
7/2/2017,14:00,27654,CA ISO
7/2/2017,14:00,6651,NEVP
7/2/2017,14:00,6847,PACE
7/2/2017,14:00,2590,PACW
7/2/2017,14:00,12335,PGE
7/2/2017,14:00,2446,PSEI
7/2/2017,14:00,13192,SCE
7/2/2017,14:00,2025,SDGE
7/2/2017,14:00,102,VEA
7/2/2017,15:00,5686,AZPS
7/2/2017,15:00,29044,CA ISO
7/2/2017,15:00,6885,NEVP
7/2/2017,15:00,6975,PACE
7/2/2017,15:00,2688,PACW
7/2/2017,15:00,12938,PGE
7/2/2017,15:00,2484,PSEI
7/2/2017,15:00,13865,SCE
7/2/2017,15:00,2137,SDGE
7/2/2017,15:00,104,VEA
7/2/2017,16:00,5899,AZPS
7/2/2017,16:00,30510,CA ISO
7/2/2017,16:00,7058,NEVP
7/2/2017,16:00,7084,PACE
7/2/2017,16:00,2787,PACW
7/2/2017,16:00,13668,PGE
7/2/2017,16:00,2556,PSEI
7/2/2017,16:00,14454,SCE
7/2/2017,16:00,2282,SDGE
7/2/2017,16:00,106,VEA
7/2/2017,17:00,6024,AZPS
7/2/2017,17:00,31737,CA ISO
7/2/2017,17:00,7116,NEVP
7/2/2017,17:00,7047,PACE
7/2/2017,17:00,2868,PACW
7/2/2017,17:00,14349,PGE
7/2/2017,17:00,2638,PSEI
7/2/2017,17:00,14844,SCE
7/2/2017,17:00,2439,SDGE
7/2/2017,17:00,105,VEA
7/2/2017,18:00,5963,AZPS
7/2/2017,18:00,32388,CA ISO
7/2/2017,18:00,6995,NEVP
7/2/2017,18:00,6946,PACE
7/2/2017,18:00,2896,PACW
7/2/2017,18:00,14821,PGE
7/2/2017,18:00,2680,PSEI
7/2/2017,18:00,14917,SCE
7/2/2017,18:00,2548,SDGE
7/2/2017,18:00,102,VEA
7/2/2017,19:00,5709,AZPS
7/2/2017,19:00,32025,CA ISO
7/2/2017,19:00,6684,NEVP
7/2/2017,19:00,6698,PACE
7/2/2017,19:00,2835,PACW
7/2/2017,19:00,14870,PGE
7/2/2017,19:00,2664,PSEI
7/2/2017,19:00,14500,SCE
7/2/2017,19:00,2560,SDGE
7/2/2017,19:00,95,VEA
7/2/2017,20:00,5505,AZPS
7/2/2017,20:00,31533,CA ISO
7/2/2017,20:00,6393,NEVP
7/2/2017,20:00,6561,PACE
7/2/2017,20:00,2709,PACW
7/2/2017,20:00,14558,PGE
7/2/2017,20:00,2606,PSEI
7/2/2017,20:00,14258,SCE
7/2/2017,20:00,2631,SDGE
7/2/2017,20:00,86,VEA
7/2/2017,21:00,5179,AZPS
7/2/2017,21:00,30793,CA ISO
7/2/2017,21:00,6061,NEVP
7/2/2017,21:00,6268,PACE
7/2/2017,21:00,2603,PACW
7/2/2017,21:00,14261,PGE
7/2/2017,21:00,2587,PSEI
7/2/2017,21:00,13876,SCE
7/2/2017,21:00,2578,SDGE
7/2/2017,21:00,78,VEA
7/2/2017,22:00,4768,AZPS
7/2/2017,22:00,28717,CA ISO
7/2/2017,22:00,5611,NEVP
7/2/2017,22:00,5809,PACE
7/2/2017,22:00,2405,PACW
7/2/2017,22:00,13291,PGE
7/2/2017,22:00,2465,PSEI
7/2/2017,22:00,12975,SCE
7/2/2017,22:00,2381,SDGE
7/2/2017,22:00,70,VEA
7/2/2017,23:00,4443,AZPS
7/2/2017,23:00,26209,CA ISO
7/2/2017,23:00,5160,NEVP
7/2/2017,23:00,5369,PACE
7/2/2017,23:00,2144,PACW
7/2/2017,23:00,12163,PGE
7/2/2017,23:00,2214,PSEI
7/2/2017,23:00,11821,SCE
7/2/2017,23:00,2163,SDGE
7/2/2017,23:00,62,VEA
7/3/2017,0:00,4138,AZPS
7/3/2017,0:00,24436,CA ISO
7/3/2017,0:00,4769,NEVP
7/3/2017,0:00,5061,PACE
7/3/2017,0:00,1956,PACW
7/3/2017,0:00,11408,PGE
7/3/2017,0:00,2009,PSEI
7/3/2017,0:00,10980,SCE
7/3/2017,0:00,1991,SDGE
7/3/2017,0:00,57,VEA
7/3/2017,1:00,3900,AZPS
7/3/2017,1:00,23110,CA ISO
7/3/2017,1:00,4461,NEVP
7/3/2017,1:00,4853,PACE
7/3/2017,1:00,1833,PACW
7/3/2017,1:00,10806,PGE
7/3/2017,1:00,1880,PSEI
7/3/2017,1:00,10373,SCE
7/3/2017,1:00,1877,SDGE
7/3/2017,1:00,54,VEA
7/3/2017,2:00,3733,AZPS
7/3/2017,2:00,22283,CA ISO
7/3/2017,2:00,4231,NEVP
7/3/2017,2:00,4734,PACE
7/3/2017,2:00,1763,PACW
7/3/2017,2:00,10422,PGE
7/3/2017,2:00,1805,PSEI
7/3/2017,2:00,9991,SCE
7/3/2017,2:00,1819,SDGE
7/3/2017,2:00,51,VEA
7/3/2017,3:00,3623,AZPS
7/3/2017,3:00,21861,CA ISO
7/3/2017,3:00,4070,NEVP
7/3/2017,3:00,4690,PACE
7/3/2017,3:00,1731,PACW
7/3/2017,3:00,10222,PGE
7/3/2017,3:00,1785,PSEI
7/3/2017,3:00,9795,SCE
7/3/2017,3:00,1795,SDGE
7/3/2017,3:00,49,VEA
7/3/2017,4:00,3576,AZPS
7/3/2017,4:00,22039,CA ISO
7/3/2017,4:00,4000,NEVP
7/3/2017,4:00,4760,PACE
7/3/2017,4:00,1750,PACW
7/3/2017,4:00,10286,PGE
7/3/2017,4:00,1823,PSEI
7/3/2017,4:00,9893,SCE
7/3/2017,4:00,1812,SDGE
7/3/2017,4:00,48,VEA
7/3/2017,5:00,3563,AZPS
7/3/2017,5:00,22759,CA ISO
7/3/2017,5:00,3930,NEVP
7/3/2017,5:00,4887,PACE
7/3/2017,5:00,1816,PACW
7/3/2017,5:00,10617,PGE
7/3/2017,5:00,1920,PSEI
7/3/2017,5:00,10191,SCE
7/3/2017,5:00,1902,SDGE
7/3/2017,5:00,49,VEA
7/3/2017,6:00,3658,AZPS
7/3/2017,6:00,23524,CA ISO
7/3/2017,6:00,3958,NEVP
7/3/2017,6:00,5151,PACE
7/3/2017,6:00,1951,PACW
7/3/2017,6:00,11078,PGE
7/3/2017,6:00,2062,PSEI
7/3/2017,6:00,10407,SCE
7/3/2017,6:00,1988,SDGE
7/3/2017,6:00,51,VEA
7/3/2017,7:00,3885,AZPS
7/3/2017,7:00,24677,CA ISO
7/3/2017,7:00,4243,NEVP
7/3/2017,7:00,5572,PACE
7/3/2017,7:00,2120,PACW
7/3/2017,7:00,11598,PGE
7/3/2017,7:00,2228,PSEI
7/3/2017,7:00,10932,SCE
7/3/2017,7:00,2091,SDGE
7/3/2017,7:00,56,VEA
7/3/2017,8:00,4133,AZPS
7/3/2017,8:00,25555,CA ISO
7/3/2017,8:00,4646,NEVP
7/3/2017,8:00,5970,PACE
7/3/2017,8:00,2264,PACW
7/3/2017,8:00,11968,PGE
7/3/2017,8:00,2377,PSEI
7/3/2017,8:00,11381,SCE
7/3/2017,8:00,2143,SDGE
7/3/2017,8:00,63,VEA
7/3/2017,9:00,4396,AZPS
7/3/2017,9:00,26387,CA ISO
7/3/2017,9:00,5096,NEVP
7/3/2017,9:00,6327,PACE
7/3/2017,9:00,2389,PACW
7/3/2017,9:00,12238,PGE
7/3/2017,9:00,2489,PSEI
7/3/2017,9:00,11839,SCE
7/3/2017,9:00,2239,SDGE
7/3/2017,9:00,71,VEA
7/3/2017,10:00,4688,AZPS
7/3/2017,10:00,27237,CA ISO
7/3/2017,10:00,5565,NEVP
7/3/2017,10:00,6647,PACE
7/3/2017,10:00,2483,PACW
7/3/2017,10:00,12523,PGE
7/3/2017,10:00,2567,PSEI
7/3/2017,10:00,12380,SCE
7/3/2017,10:00,2255,SDGE
7/3/2017,10:00,79,VEA
7/3/2017,11:00,4965,AZPS
7/3/2017,11:00,28444,CA ISO
7/3/2017,11:00,5970,NEVP
7/3/2017,11:00,6883,PACE
7/3/2017,11:00,2565,PACW
7/3/2017,11:00,13055,PGE
7/3/2017,11:00,2599,PSEI
7/3/2017,11:00,13000,SCE
7/3/2017,11:00,2304,SDGE
7/3/2017,11:00,85,VEA
7/3/2017,12:00,5183,AZPS
7/3/2017,12:00,29555,CA ISO
7/3/2017,12:00,6316,NEVP
7/3/2017,12:00,7140,PACE
7/3/2017,12:00,2633,PACW
7/3/2017,12:00,13477,PGE
7/3/2017,12:00,2616,PSEI
7/3/2017,12:00,13631,SCE
7/3/2017,12:00,2357,SDGE
7/3/2017,12:00,90,VEA
7/3/2017,13:00,5455,AZPS
7/3/2017,13:00,30853,CA ISO
7/3/2017,13:00,6638,NEVP
7/3/2017,13:00,7377,PACE
7/3/2017,13:00,2718,PACW
7/3/2017,13:00,13927,PGE
7/3/2017,13:00,2608,PSEI
7/3/2017,13:00,14373,SCE
7/3/2017,13:00,2459,SDGE
7/3/2017,13:00,94,VEA
7/3/2017,14:00,5729,AZPS
7/3/2017,14:00,32216,CA ISO
7/3/2017,14:00,6976,NEVP
7/3/2017,14:00,7597,PACE
7/3/2017,14:00,2802,PACW
7/3/2017,14:00,14231,PGE
7/3/2017,14:00,2591,PSEI
7/3/2017,14:00,15300,SCE
7/3/2017,14:00,2586,SDGE
7/3/2017,14:00,99,VEA
7/3/2017,15:00,5958,AZPS
7/3/2017,15:00,33841,CA ISO
7/3/2017,15:00,7267,NEVP
7/3/2017,15:00,7782,PACE
7/3/2017,15:00,2883,PACW
7/3/2017,15:00,14840,PGE
7/3/2017,15:00,2583,PSEI
7/3/2017,15:00,16175,SCE
7/3/2017,15:00,2724,SDGE
7/3/2017,15:00,102,VEA
7/3/2017,16:00,6154,AZPS
7/3/2017,16:00,35199,CA ISO
7/3/2017,16:00,7292,NEVP
7/3/2017,16:00,7854,PACE
7/3/2017,16:00,2955,PACW
7/3/2017,16:00,15323,PGE
7/3/2017,16:00,2589,PSEI
7/3/2017,16:00,16893,SCE
7/3/2017,16:00,2879,SDGE
7/3/2017,16:00,104,VEA
7/3/2017,17:00,6244,AZPS
7/3/2017,17:00,36187,CA ISO
7/3/2017,17:00,7286,NEVP
7/3/2017,17:00,7776,PACE
7/3/2017,17:00,3008,PACW
7/3/2017,17:00,15743,PGE
7/3/2017,17:00,2612,PSEI
7/3/2017,17:00,17330,SCE
7/3/2017,17:00,3009,SDGE
7/3/2017,17:00,105,VEA
7/3/2017,18:00,6148,AZPS
7/3/2017,18:00,36245,CA ISO
7/3/2017,18:00,7228,NEVP
7/3/2017,18:00,7585,PACE
7/3/2017,18:00,2994,PACW
7/3/2017,18:00,15898,PGE
7/3/2017,18:00,2595,PSEI
7/3/2017,18:00,17215,SCE
7/3/2017,18:00,3030,SDGE
7/3/2017,18:00,102,VEA
7/3/2017,19:00,5924,AZPS
7/3/2017,19:00,35252,CA ISO
7/3/2017,19:00,6889,NEVP
7/3/2017,19:00,7250,PACE
7/3/2017,19:00,2888,PACW
7/3/2017,19:00,15709,PGE
7/3/2017,19:00,2547,PSEI
7/3/2017,19:00,16495,SCE
7/3/2017,19:00,2953,SDGE
7/3/2017,19:00,95,VEA
7/3/2017,20:00,5699,AZPS
7/3/2017,20:00,34264,CA ISO
7/3/2017,20:00,6531,NEVP
7/3/2017,20:00,6946,PACE
7/3/2017,20:00,2746,PACW
7/3/2017,20:00,15219,PGE
7/3/2017,20:00,2491,PSEI
7/3/2017,20:00,16010,SCE
7/3/2017,20:00,2949,SDGE
7/3/2017,20:00,86,VEA
7/3/2017,21:00,5382,AZPS
7/3/2017,21:00,33123,CA ISO
7/3/2017,21:00,6144,NEVP
7/3/2017,21:00,6560,PACE
7/3/2017,21:00,2638,PACW
7/3/2017,21:00,14793,PGE
7/3/2017,21:00,2486,PSEI
7/3/2017,21:00,15417,SCE
7/3/2017,21:00,2836,SDGE
7/3/2017,21:00,77,VEA
7/3/2017,22:00,4988,AZPS
7/3/2017,22:00,30662,CA ISO
7/3/2017,22:00,5648,NEVP
7/3/2017,22:00,6079,PACE
7/3/2017,22:00,2438,PACW
7/3/2017,22:00,13792,PGE
7/3/2017,22:00,2380,PSEI
7/3/2017,22:00,14188,SCE
7/3/2017,22:00,2614,SDGE
7/3/2017,22:00,68,VEA
7/3/2017,23:00,4597,AZPS
7/3/2017,23:00,27971,CA ISO
7/3/2017,23:00,5183,NEVP
7/3/2017,23:00,5595,PACE
7/3/2017,23:00,2199,PACW
7/3/2017,23:00,12659,PGE
7/3/2017,23:00,2184,PSEI
7/3/2017,23:00,12892,SCE
7/3/2017,23:00,2360,SDGE
7/3/2017,23:00,60,VEA
7/4/2017,0:00,4245,AZPS
7/4/2017,0:00,25823,CA ISO
7/4/2017,0:00,4759,NEVP
7/4/2017,0:00,5211,PACE
7/4/2017,0:00,2013,PACW
7/4/2017,0:00,11788,PGE
7/4/2017,0:00,1998,PSEI
7/4/2017,0:00,11833,SCE
7/4/2017,0:00,2148,SDGE
7/4/2017,0:00,54,VEA
7/4/2017,1:00,3965,AZPS
7/4/2017,1:00,24192,CA ISO
7/4/2017,1:00,4423,NEVP
7/4/2017,1:00,4967,PACE
7/4/2017,1:00,1875,PACW
7/4/2017,1:00,11106,PGE
7/4/2017,1:00,1863,PSEI
7/4/2017,1:00,11030,SCE
7/4/2017,1:00,2006,SDGE
7/4/2017,1:00,50,VEA
7/4/2017,2:00,3758,AZPS
7/4/2017,2:00,23086,CA ISO
7/4/2017,2:00,4171,NEVP
7/4/2017,2:00,4807,PACE
7/4/2017,2:00,1782,PACW
7/4/2017,2:00,10665,PGE
7/4/2017,2:00,1782,PSEI
7/4/2017,2:00,10448,SCE
7/4/2017,2:00,1926,SDGE
7/4/2017,2:00,47,VEA
7/4/2017,3:00,3582,AZPS
7/4/2017,3:00,22370,CA ISO
7/4/2017,3:00,3982,NEVP
7/4/2017,3:00,4729,PACE
7/4/2017,3:00,1737,PACW
7/4/2017,3:00,10368,PGE
7/4/2017,3:00,1754,PSEI
7/4/2017,3:00,10082,SCE
7/4/2017,3:00,1875,SDGE
7/4/2017,3:00,45,VEA
7/4/2017,4:00,3485,AZPS
7/4/2017,4:00,22139,CA ISO
7/4/2017,4:00,3865,NEVP
7/4/2017,4:00,4711,PACE
7/4/2017,4:00,1721,PACW
7/4/2017,4:00,10286,PGE
7/4/2017,4:00,1761,PSEI
7/4/2017,4:00,9948,SCE
7/4/2017,4:00,1861,SDGE
7/4/2017,4:00,44,VEA
7/4/2017,5:00,3391,AZPS
7/4/2017,5:00,22236,CA ISO
7/4/2017,5:00,3755,NEVP
7/4/2017,5:00,4685,PACE
7/4/2017,5:00,1728,PACW
7/4/2017,5:00,10383,PGE
7/4/2017,5:00,1776,PSEI
7/4/2017,5:00,9923,SCE
7/4/2017,5:00,1885,SDGE
7/4/2017,5:00,45,VEA
7/4/2017,6:00,3404,AZPS
7/4/2017,6:00,22081,CA ISO
7/4/2017,6:00,3714,NEVP
7/4/2017,6:00,4863,PACE
7/4/2017,6:00,1776,PACW
7/4/2017,6:00,10383,PGE
7/4/2017,6:00,1842,PSEI
7/4/2017,6:00,9765,SCE
7/4/2017,6:00,1887,SDGE
7/4/2017,6:00,46,VEA
7/4/2017,7:00,3607,AZPS
7/4/2017,7:00,22536,CA ISO
7/4/2017,7:00,3963,NEVP
7/4/2017,7:00,5190,PACE
7/4/2017,7:00,1898,PACW
7/4/2017,7:00,10499,PGE
7/4/2017,7:00,1972,PSEI
7/4/2017,7:00,10017,SCE
7/4/2017,7:00,1970,SDGE
7/4/2017,7:00,50,VEA
7/4/2017,8:00,3875,AZPS
7/4/2017,8:00,23363,CA ISO
7/4/2017,8:00,4353,NEVP
7/4/2017,8:00,5543,PACE
7/4/2017,8:00,2055,PACW
7/4/2017,8:00,10787,PGE
7/4/2017,8:00,2155,PSEI
7/4/2017,8:00,10463,SCE
7/4/2017,8:00,2058,SDGE
7/4/2017,8:00,55,VEA
7/4/2017,9:00,4188,AZPS
7/4/2017,9:00,24638,CA ISO
7/4/2017,9:00,4801,NEVP
7/4/2017,9:00,5890,PACE
7/4/2017,9:00,2202,PACW
7/4/2017,9:00,11345,PGE
7/4/2017,9:00,2329,PSEI
7/4/2017,9:00,11108,SCE
7/4/2017,9:00,2122,SDGE
7/4/2017,9:00,63,VEA
7/4/2017,10:00,4568,AZPS
7/4/2017,10:00,25926,CA ISO
7/4/2017,10:00,5258,NEVP
7/4/2017,10:00,6249,PACE
7/4/2017,10:00,2313,PACW
7/4/2017,10:00,11638,PGE
7/4/2017,10:00,2447,PSEI
7/4/2017,10:00,12020,SCE
7/4/2017,10:00,2196,SDGE
7/4/2017,10:00,72,VEA
7/4/2017,11:00,4936,AZPS
7/4/2017,11:00,27156,CA ISO
7/4/2017,11:00,5702,NEVP
7/4/2017,11:00,6580,PACE
7/4/2017,11:00,2417,PACW
7/4/2017,11:00,11840,PGE
7/4/2017,11:00,2500,PSEI
7/4/2017,11:00,12955,SCE
7/4/2017,11:00,2280,SDGE
7/4/2017,11:00,81,VEA
7/4/2017,12:00,5240,AZPS
7/4/2017,12:00,28506,CA ISO
7/4/2017,12:00,6124,NEVP
7/4/2017,12:00,6879,PACE
7/4/2017,12:00,2524,PACW
7/4/2017,12:00,12231,PGE
7/4/2017,12:00,2513,PSEI
7/4/2017,12:00,13835,SCE
7/4/2017,12:00,2350,SDGE
7/4/2017,12:00,90,VEA
7/4/2017,13:00,5597,AZPS
7/4/2017,13:00,29958,CA ISO
7/4/2017,13:00,6532,NEVP
7/4/2017,13:00,7136,PACE
7/4/2017,13:00,2625,PACW
7/4/2017,13:00,12705,PGE
7/4/2017,13:00,2500,PSEI
7/4/2017,13:00,14727,SCE
7/4/2017,13:00,2429,SDGE
7/4/2017,13:00,97,VEA
7/4/2017,14:00,5909,AZPS
7/4/2017,14:00,31595,CA ISO
7/4/2017,14:00,6889,NEVP
7/4/2017,14:00,7399,PACE
7/4/2017,14:00,2715,PACW
7/4/2017,14:00,13323,PGE
7/4/2017,14:00,2496,PSEI
7/4/2017,14:00,15607,SCE
7/4/2017,14:00,2562,SDGE
7/4/2017,14:00,103,VEA
7/4/2017,15:00,6166,AZPS
7/4/2017,15:00,33094,CA ISO
7/4/2017,15:00,7187,NEVP
7/4/2017,15:00,7603,PACE
7/4/2017,15:00,2808,PACW
7/4/2017,15:00,13981,PGE
7/4/2017,15:00,2505,PSEI
7/4/2017,15:00,16315,SCE
7/4/2017,15:00,2690,SDGE
7/4/2017,15:00,108,VEA
7/4/2017,16:00,6359,AZPS
7/4/2017,16:00,34156,CA ISO
7/4/2017,16:00,7396,NEVP
7/4/2017,16:00,7709,PACE
7/4/2017,16:00,2884,PACW
7/4/2017,16:00,14518,PGE
7/4/2017,16:00,2533,PSEI
7/4/2017,16:00,16745,SCE
7/4/2017,16:00,2783,SDGE
7/4/2017,16:00,110,VEA
7/4/2017,17:00,6449,AZPS
7/4/2017,17:00,34598,CA ISO
7/4/2017,17:00,7453,NEVP
7/4/2017,17:00,7659,PACE
7/4/2017,17:00,2929,PACW
7/4/2017,17:00,14922,PGE
7/4/2017,17:00,2565,PSEI
7/4/2017,17:00,16719,SCE
7/4/2017,17:00,2846,SDGE
7/4/2017,17:00,111,VEA
7/4/2017,18:00,6327,AZPS
7/4/2017,18:00,34445,CA ISO
7/4/2017,18:00,7299,NEVP
7/4/2017,18:00,7474,PACE
7/4/2017,18:00,2903,PACW
7/4/2017,18:00,15155,PGE
7/4/2017,18:00,2541,PSEI
7/4/2017,18:00,16351,SCE
7/4/2017,18:00,2831,SDGE
7/4/2017,18:00,108,VEA
7/4/2017,19:00,6011,AZPS
7/4/2017,19:00,33503,CA ISO
7/4/2017,19:00,6939,NEVP
7/4/2017,19:00,7122,PACE
7/4/2017,19:00,2833,PACW
7/4/2017,19:00,15013,PGE
