Date,load,zone
1/3/2015 11:00:00 AM,10021.00,SCE
1/3/2015 11:00:00 AM,2212.00,SDGE
1/3/2015 11:00:00 AM,69.00,VEA
1/3/2015 12:00:00 PM,10547.00,PGE
1/3/2015 12:00:00 PM,9846.00,SCE
1/3/2015 12:00:00 PM,2169.00,SDGE
1/3/2015 12:00:00 PM,62.00,VEA
1/3/2015 1:00:00 PM,10371.00,PGE
1/3/2015 1:00:00 PM,9712.00,SCE
1/3/2015 1:00:00 PM,2141.00,SDGE
1/3/2015 1:00:00 PM,57.00,VEA
1/3/2015 2:00:00 PM,10322.00,PGE
1/3/2015 2:00:00 PM,9655.00,SCE
1/3/2015 2:00:00 PM,2151.00,SDGE
1/3/2015 2:00:00 PM,54.00,VEA
1/3/2015 3:00:00 PM,10528.00,PGE
1/3/2015 3:00:00 PM,9801.00,SCE
1/3/2015 3:00:00 PM,2207.00,SDGE
1/3/2015 3:00:00 PM,55.00,VEA
1/3/2015 4:00:00 PM,11091.00,PGE
1/3/2015 4:00:00 PM,10332.00,SCE
1/3/2015 4:00:00 PM,2323.00,SDGE
1/3/2015 4:00:00 PM,61.00,VEA
1/3/2015 5:00:00 PM,12453.00,PGE
1/3/2015 5:00:00 PM,11841.00,SCE
1/3/2015 5:00:00 PM,2709.00,SDGE
1/3/2015 5:00:00 PM,73.00,VEA
1/3/2015 6:00:00 PM,12876.00,PGE
1/3/2015 6:00:00 PM,12273.00,SCE
1/3/2015 6:00:00 PM,2810.00,SDGE
1/3/2015 6:00:00 PM,76.00,VEA
1/3/2015 7:00:00 PM,12788.00,PGE
1/3/2015 7:00:00 PM,12223.00,SCE
1/3/2015 7:00:00 PM,2771.00,SDGE
1/3/2015 7:00:00 PM,79.00,VEA
1/3/2015 8:00:00 PM,12550.00,PGE
1/3/2015 8:00:00 PM,12049.00,SCE
1/3/2015 8:00:00 PM,2703.00,SDGE
1/3/2015 8:00:00 PM,81.00,VEA
1/3/2015 9:00:00 PM,12101.00,PGE
1/3/2015 9:00:00 PM,11636.00,SCE
1/3/2015 9:00:00 PM,2574.00,SDGE
1/3/2015 9:00:00 PM,82.00,VEA
1/3/2015 10:00:00 PM,11494.00,PGE
1/3/2015 10:00:00 PM,11050.00,SCE
1/3/2015 10:00:00 PM,2390.00,SDGE
1/3/2015 10:00:00 PM,80.00,VEA
1/3/2015 11:00:00 PM,10800.00,PGE
1/3/2015 11:00:00 PM,10399.00,SCE
1/3/2015 11:00:00 PM,2183.00,SDGE
1/3/2015 11:00:00 PM,79.00,VEA
1/4/2015 12:00:00 AM,10183.00,PGE
1/4/2015 12:00:00 AM,9748.00,SCE
1/4/2015 12:00:00 AM,2017.00,SDGE
1/4/2015 12:00:00 AM,80.00,VEA
1/4/2015 1:00:00 AM,9791.00,PGE
1/4/2015 1:00:00 AM,9374.00,SCE
1/4/2015 1:00:00 AM,1914.00,SDGE
1/4/2015 1:00:00 AM,81.00,VEA
1/4/2015 2:00:00 AM,9549.00,PGE
1/4/2015 2:00:00 AM,9141.00,SCE
1/4/2015 2:00:00 AM,1857.00,SDGE
1/4/2015 2:00:00 AM,83.00,VEA
1/4/2015 3:00:00 AM,9439.00,PGE
1/4/2015 3:00:00 AM,9031.00,SCE
1/4/2015 3:00:00 AM,1834.00,SDGE
1/4/2015 3:00:00 AM,86.00,VEA
1/4/2015 4:00:00 AM,9474.00,PGE
1/4/2015 4:00:00 AM,9068.00,SCE
1/4/2015 4:00:00 AM,1848.00,SDGE
1/4/2015 4:00:00 AM,89.00,VEA
1/4/2015 5:00:00 AM,9656.00,PGE
1/4/2015 5:00:00 AM,9218.00,SCE
1/4/2015 5:00:00 AM,1914.00,SDGE
1/4/2015 5:00:00 AM,94.00,VEA
1/4/2015 6:00:00 AM,10023.00,PGE
1/4/2015 6:00:00 AM,9537.00,SCE
1/4/2015 6:00:00 AM,2031.00,SDGE
1/4/2015 6:00:00 AM,102.00,VEA
1/4/2015 7:00:00 AM,10395.00,PGE
1/4/2015 7:00:00 AM,9567.00,SCE
1/4/2015 7:00:00 AM,2097.00,SDGE
1/4/2015 7:00:00 AM,104.00,VEA
1/4/2015 8:00:00 AM,10784.00,PGE
1/4/2015 8:00:00 AM,9699.00,SCE
1/4/2015 8:00:00 AM,2150.00,SDGE
1/4/2015 8:00:00 AM,95.00,VEA
1/4/2015 9:00:00 AM,11032.00,PGE
1/4/2015 9:00:00 AM,9718.00,SCE
1/4/2015 9:00:00 AM,2150.00,SDGE
1/4/2015 9:00:00 AM,85.00,VEA
1/4/2015 10:00:00 AM,10928.00,PGE
1/4/2015 10:00:00 AM,9674.00,SCE
1/4/2015 10:00:00 AM,2168.00,SDGE
1/4/2015 10:00:00 AM,75.00,VEA
1/4/2015 11:00:00 AM,10686.00,PGE
1/4/2015 11:00:00 AM,9468.00,SCE
1/4/2015 11:00:00 AM,2132.00,SDGE
1/4/2015 11:00:00 AM,70.00,VEA
1/4/2015 12:00:00 PM,10499.00,PGE
1/4/2015 12:00:00 PM,9400.00,SCE
1/4/2015 12:00:00 PM,2102.00,SDGE
1/4/2015 12:00:00 PM,68.00,VEA
1/4/2015 1:00:00 PM,10380.00,PGE
1/4/2015 1:00:00 PM,9440.00,SCE
1/4/2015 1:00:00 PM,2091.00,SDGE
1/4/2015 1:00:00 PM,66.00,VEA
1/4/2015 2:00:00 PM,10354.00,PGE
1/4/2015 2:00:00 PM,9457.00,SCE
1/4/2015 2:00:00 PM,2112.00,SDGE
1/4/2015 2:00:00 PM,63.00,VEA
1/4/2015 3:00:00 PM,10573.00,PGE
1/4/2015 3:00:00 PM,9599.00,SCE
1/4/2015 3:00:00 PM,2164.00,SDGE
1/4/2015 3:00:00 PM,62.00,VEA
1/4/2015 4:00:00 PM,11109.00,PGE
1/4/2015 4:00:00 PM,10137.00,SCE
1/4/2015 4:00:00 PM,2299.00,SDGE
1/4/2015 4:00:00 PM,67.00,VEA
1/4/2015 5:00:00 PM,12607.00,PGE
1/4/2015 5:00:00 PM,11658.00,SCE
1/4/2015 5:00:00 PM,2689.00,SDGE
1/4/2015 5:00:00 PM,76.00,VEA
1/4/2015 6:00:00 PM,13140.00,PGE
1/4/2015 6:00:00 PM,12074.00,SCE
1/4/2015 6:00:00 PM,2787.00,SDGE
1/4/2015 6:00:00 PM,79.00,VEA
1/4/2015 7:00:00 PM,13019.00,PGE
1/4/2015 7:00:00 PM,11992.00,SCE
1/4/2015 7:00:00 PM,2743.00,SDGE
1/4/2015 7:00:00 PM,80.00,VEA
1/4/2015 8:00:00 PM,12647.00,PGE
1/4/2015 8:00:00 PM,11793.00,SCE
1/4/2015 8:00:00 PM,2646.00,SDGE
1/4/2015 8:00:00 PM,81.00,VEA
1/4/2015 9:00:00 PM,12025.00,PGE
1/4/2015 9:00:00 PM,11346.00,SCE
1/4/2015 9:00:00 PM,2482.00,SDGE
1/4/2015 9:00:00 PM,80.00,VEA
1/4/2015 10:00:00 PM,11166.00,PGE
1/4/2015 10:00:00 PM,10673.00,SCE
1/4/2015 10:00:00 PM,2256.00,SDGE
1/4/2015 10:00:00 PM,78.00,VEA
1/4/2015 11:00:00 PM,10273.00,PGE
1/4/2015 11:00:00 PM,9871.00,SCE
1/4/2015 11:00:00 PM,2039.00,SDGE
1/4/2015 11:00:00 PM,75.00,VEA
1/5/2015 12:00:00 AM,9906.00,PGE
1/5/2015 12:00:00 AM,9320.00,SCE
1/5/2015 12:00:00 AM,1895.00,SDGE
1/5/2015 12:00:00 AM,76.00,VEA
1/5/2015 1:00:00 AM,9664.00,PGE
1/5/2015 1:00:00 AM,8996.00,SCE
1/5/2015 1:00:00 AM,1816.00,SDGE
1/5/2015 1:00:00 AM,77.00,VEA
1/5/2015 2:00:00 AM,9551.00,PGE
1/5/2015 2:00:00 AM,8896.00,SCE
1/5/2015 2:00:00 AM,1814.00,SDGE
1/5/2015 2:00:00 AM,79.00,VEA
1/5/2015 3:00:00 AM,9597.00,PGE
1/5/2015 3:00:00 AM,8939.00,SCE
1/5/2015 3:00:00 AM,1813.00,SDGE
1/5/2015 3:00:00 AM,82.00,VEA
1/5/2015 4:00:00 AM,9735.00,PGE
1/5/2015 4:00:00 AM,9230.00,SCE
1/5/2015 4:00:00 AM,1845.00,SDGE
1/5/2015 4:00:00 AM,88.00,VEA
1/5/2015 5:00:00 AM,10241.00,PGE
1/5/2015 5:00:00 AM,10009.00,SCE
1/5/2015 5:00:00 AM,2035.00,SDGE
1/5/2015 5:00:00 AM,96.00,VEA
1/5/2015 6:00:00 AM,11314.00,PGE
1/5/2015 6:00:00 AM,11110.00,SCE
1/5/2015 6:00:00 AM,2350.00,SDGE
1/5/2015 6:00:00 AM,105.00,VEA
1/5/2015 7:00:00 AM,12278.00,PGE
1/5/2015 7:00:00 AM,11463.00,SCE
1/5/2015 7:00:00 AM,2500.00,SDGE
1/5/2015 7:00:00 AM,106.00,VEA
1/5/2015 8:00:00 AM,12244.00,PGE
1/5/2015 8:00:00 AM,11622.00,SCE
1/5/2015 8:00:00 AM,2504.00,SDGE
1/5/2015 8:00:00 AM,97.00,VEA
1/5/2015 9:00:00 AM,11999.00,PGE
1/5/2015 9:00:00 AM,11626.00,SCE
1/5/2015 9:00:00 AM,2476.00,SDGE
1/5/2015 9:00:00 AM,85.00,VEA
1/5/2015 10:00:00 AM,11779.00,PGE
1/5/2015 10:00:00 AM,11631.00,SCE
1/5/2015 10:00:00 AM,2458.00,SDGE
1/5/2015 10:00:00 AM,76.00,VEA
1/5/2015 11:00:00 AM,11586.00,PGE
1/5/2015 11:00:00 AM,11591.00,SCE
1/5/2015 11:00:00 AM,2432.00,SDGE
1/5/2015 11:00:00 AM,68.00,VEA
1/6/2015 12:00:00 AM,9942.00,PGE
1/6/2015 12:00:00 AM,9291.00,SCE
1/6/2015 12:00:00 AM,1856.00,SDGE
1/6/2015 12:00:00 AM,70.00,VEA
1/6/2015 1:00:00 AM,9879.00,PGE
1/6/2015 1:00:00 AM,8951.00,SCE
1/6/2015 1:00:00 AM,1768.00,SDGE
1/6/2015 1:00:00 AM,71.00,VEA
1/6/2015 2:00:00 AM,9722.00,PGE
1/6/2015 2:00:00 AM,8754.00,SCE
1/6/2015 2:00:00 AM,1764.00,SDGE
1/6/2015 2:00:00 AM,73.00,VEA
1/6/2015 3:00:00 AM,9659.00,PGE
1/6/2015 3:00:00 AM,8695.00,SCE
1/6/2015 3:00:00 AM,1754.00,SDGE
1/6/2015 3:00:00 AM,76.00,VEA
1/6/2015 4:00:00 AM,9922.00,PGE
1/6/2015 4:00:00 AM,9060.00,SCE
1/6/2015 4:00:00 AM,1771.00,SDGE
1/6/2015 4:00:00 AM,81.00,VEA
1/6/2015 5:00:00 AM,10362.00,PGE
1/6/2015 5:00:00 AM,9798.00,SCE
1/6/2015 5:00:00 AM,1938.00,SDGE
1/6/2015 5:00:00 AM,89.00,VEA
1/6/2015 6:00:00 AM,11475.00,PGE
1/6/2015 6:00:00 AM,10900.00,SCE
1/6/2015 6:00:00 AM,2239.00,SDGE
1/6/2015 6:00:00 AM,98.00,VEA
1/6/2015 7:00:00 AM,12432.00,PGE
1/6/2015 7:00:00 AM,11405.00,SCE
1/6/2015 7:00:00 AM,2373.00,SDGE
1/6/2015 7:00:00 AM,99.00,VEA
1/6/2015 8:00:00 AM,12305.00,PGE
1/6/2015 8:00:00 AM,11551.00,SCE
1/6/2015 8:00:00 AM,2391.00,SDGE
1/6/2015 8:00:00 AM,89.00,VEA
1/6/2015 9:00:00 AM,12079.00,PGE
1/6/2015 9:00:00 AM,11605.00,SCE
1/6/2015 9:00:00 AM,2423.00,SDGE
1/6/2015 9:00:00 AM,78.00,VEA
1/6/2015 10:00:00 AM,11822.00,PGE
1/6/2015 10:00:00 AM,11742.00,SCE
1/6/2015 10:00:00 AM,2423.00,SDGE
1/6/2015 10:00:00 AM,69.00,VEA
1/6/2015 11:00:00 AM,11580.00,PGE
1/6/2015 11:00:00 AM,11798.00,SCE
1/6/2015 11:00:00 AM,2424.00,SDGE
1/6/2015 11:00:00 AM,61.00,VEA
1/6/2015 12:00:00 PM,11381.00,PGE
1/6/2015 12:00:00 PM,11801.00,SCE
1/6/2015 12:00:00 PM,2446.00,SDGE
1/6/2015 12:00:00 PM,56.00,VEA
1/6/2015 1:00:00 PM,11343.00,PGE
1/6/2015 1:00:00 PM,11908.00,SCE
1/6/2015 1:00:00 PM,2489.00,SDGE
1/6/2015 1:00:00 PM,53.00,VEA
1/6/2015 2:00:00 PM,11292.00,PGE
1/6/2015 2:00:00 PM,11998.00,SCE
1/6/2015 2:00:00 PM,2512.00,SDGE
1/6/2015 2:00:00 PM,51.00,VEA
1/6/2015 3:00:00 PM,11275.00,PGE
1/6/2015 3:00:00 PM,12035.00,SCE
1/6/2015 3:00:00 PM,2530.00,SDGE
1/6/2015 3:00:00 PM,51.00,VEA
1/6/2015 4:00:00 PM,11593.00,PGE
1/6/2015 4:00:00 PM,12016.00,SCE
1/6/2015 4:00:00 PM,2571.00,SDGE
1/6/2015 4:00:00 PM,54.00,VEA
1/7/2015 12:00:00 AM,9749.00,PGE
1/7/2015 12:00:00 AM,9372.00,SCE
1/7/2015 12:00:00 AM,1848.00,SDGE
1/7/2015 12:00:00 AM,61.00,VEA
1/7/2015 1:00:00 AM,9765.00,PGE
1/7/2015 1:00:00 AM,8996.00,SCE
1/7/2015 1:00:00 AM,1772.00,SDGE
1/7/2015 1:00:00 AM,62.00,VEA
1/7/2015 2:00:00 AM,9923.00,PGE
1/7/2015 2:00:00 AM,8783.00,SCE
1/7/2015 2:00:00 AM,1759.00,SDGE
1/7/2015 2:00:00 AM,65.00,VEA
1/7/2015 3:00:00 AM,9905.00,PGE
1/7/2015 3:00:00 AM,8737.00,SCE
1/7/2015 3:00:00 AM,1748.00,SDGE
1/7/2015 3:00:00 AM,68.00,VEA
1/7/2015 4:00:00 AM,10032.00,PGE
1/7/2015 4:00:00 AM,8960.00,SCE
1/7/2015 4:00:00 AM,1769.00,SDGE
1/7/2015 4:00:00 AM,73.00,VEA
1/7/2015 5:00:00 AM,10208.00,PGE
1/7/2015 5:00:00 AM,9663.00,SCE
1/7/2015 5:00:00 AM,1938.00,SDGE
