Category,v 2019  ,Plant ID,Plant Name,Unit,Status,Start Date,Retire Date,Prime mover ID,Prime Mover,Capacity,net MWh,Primary,Primary,Secondary,Secondary
,,,,,,,,,Description,,,Fuel Use MMBTU,Energy Source,Fuel Use MMBTU,Energy Source
H,2019,H0367,Rio Bravo Hydroelectric,2-Jan,OP,5/1/1989,,HY,Hydraulic Turbine (conventional),14,39665,0,WAT,0,UNK
E,2019,E0099,Rio Bravo Rocklin,Unit 1,OP,6/1/1989,,ST,Steam Turbine,27.8,168850,2908110,WDS,27209,NG
S,2019,S0565,Rio Bravo Solar I LLC (Pumpjack Solar2),Unit 1,OP,12/21/2016,,PV,Photovoltaic,20,49065,0,SUN,0,N/A
S,2019,S0547,Rio Bravo Solar II (PMPJCK),PV1,OP,12/29/2016,,PV,Photovoltaic,20,49594,0,SUN,0,N/A
H,2019,H0412,Rio Hondo,1,OP,12/1/1993,,HY,Hydraulic Turbine (conventional),1.91,1,0.01,WAT,0.01,UNK
G,2019,G0564,Ripon Cogeneration Facility,UNIT 1,OP,4/1/1988,,GT,Combustion (gas) Turbine,49.5,5378.01,55849,NG,0,UNK
W,2019,W0458,Rising Tree Wind Farm I,WPRS 1,OP,12/31/1989,,WT,Wind Turbine,79.2,237347,0,WND,0,N/A
W,2019,W0459,Rising Tree Wind Farm II,WPRS 1,OP,12/31/1989,,WT,Wind Turbine,19.8,54234.8,0,WND,0,N/A
W,2019,W0438,Rising Tree Wind Farm III,WPRS 1,OP,5/1/2015,,WT,Wind Turbine,99,266475,0,WND,0,N/A
S,2019,S0627,Rite Aid - Lancaster,9352376-CA,OP,3/16/2015,,PV,Photovoltaic,1.1,2495,0,SUN,0,N/A
G,2019,G0922,Riverside Energy Resource Center,1,OP,6/1/2006,,GT,Combustion (gas) Turbine,48,24169,244462,NG,0,UNK
G,2019,G0922,Riverside Energy Resource Center,2,OP,6/1/2006,,GT,Combustion (gas) Turbine,48,23325,245936,NG,0,UNK
G,2019,G0922,Riverside Energy Resource Center,3,OP,4/1/2011,,GT,Combustion (gas) Turbine,48,15865,161565,NG,0,UNK
G,2019,G0922,Riverside Energy Resource Center,4,OP,4/1/2011,,GT,Combustion (gas) Turbine,48,16418,166570,NG,0,UNK
B,2019,B0014,Riverside RWQCP Fuel Cell,MB20,OP,9/1/2016,,FC,Fuel Cell (electrochemical),1.4,9705,96894,OBG,2140,NG
G,2019,G0914,Riverview Peaker,RP1JT1,OP,5/1/2003,,GT,Combustion (gas) Turbine,47.3,20041,222066,NG,0,UNK
H,2019,H0322,Roaring Creek,UNIT 1,OP,1/1/1987,,HY,Hydraulic Turbine (conventional),2,7858,0,WAT,0,UNK
H,2019,H0414,Robbs Peak,Unit 1,OP,10/1/1965,,HY,Hydraulic Turbine (conventional),25.5,56388,0,WAT,0,UNK
S,2019,S0120,Robert O. Schulz Solar Farm #1 and #2,1,OP,5/1/2009,,PV,Photovoltaic,1,654,0,SUN,0,UNK
S,2019,S0120,Robert O. Schulz Solar Farm #1 and #2,2,OP,5/1/2009,,PV,Photovoltaic,0.38,2074,0,SUN,0,UNK
W,2019,W0401,Robertsons Ready-Mix,WPRS 1,OP,12/1/2012,,WT,Wind Turbine,2,8716.39,0,WND,0,N/A
H,2019,H0417,Rock Creek,Unit 550,OP,3/1/1950,,HY,Hydraulic Turbine (conventional),56,293252,0,WAT,0,UNK
H,2019,H0417,Rock Creek,Unit 551,OP,3/1/1950,,HY,Hydraulic Turbine (conventional),56,345062,0,WAT,0,UNK
H,2019,H0422,Rock Creek L.P.,1,OP,4/1/1986,,HY,Hydraulic Turbine (conventional),1.8,852,0,WAT,0,UNK
H,2019,H0422,Rock Creek L.P.,2,OP,4/1/1986,,HY,Hydraulic Turbine (conventional),1.8,852,0,WAT,0,UNK
G,2019,G0504,Rockwood Gas Turbine Plant,UNIT 1,OP,6/7/1979,,GT,Combustion (gas) Turbine,24.95,639.04,9330.02,NG,0,DFO
G,2019,G0504,Rockwood Gas Turbine Plant,UNIT 2,OP,4/7/1980,,GT,Combustion (gas) Turbine,24.95,294.05,4484.05,DFO,0,UNK
S,2019,S9242,Rodeo Solar A2 LLC,Unit 1,OP,12/31/2014,,PV,Photovoltaic,1.5,2628,0,SUN,0,N/A
S,2019,S9243,Rodeo Solar B2 LLC,Unit 1,OP,12/31/2014,,PV,Photovoltaic,1.5,2628,0,SUN,0,N/A
S,2019,S9244,Rodeo Solar C2 LLC,Unit 1,OP,6/6/2014,,PV,Photovoltaic,1.5,3670,0,SUN,0,UNK
S,2019,S9245,Rodeo Solar D2 LLC,Unit 1,OP,6/6/2014,,PV,Photovoltaic,1.5,3492,0,SUN,0,UNK
H,2019,H0424,Rollins,UNIT 1,OP,8/1/1980,,HY,Hydraulic Turbine (conventional),13.5,75724,0,WAT,0,UNK
S,2019,S9120,Roplast Industries Inc.,1,OP,1/1/2012,,PV,Photovoltaic,1.2,2019,0,SUN,0,N/A
S,2019,S0569,Rosamond West Solar 1 (Stanford Solar),M1317,OP,12/22/2016,,PV,Photovoltaic,54,149611,0,SUN,0,N/A
S,2019,S0570,Rosamond West Solar 2 (TID Solar),M1318,OP,12/22/2016,,PV,Photovoltaic,54,148943,0,SUN,0,N/A
E,2019,E0243,Roseburg Forest Products (Weed Cogeneration Plant),Turbine,OP,1/1/2011,,ST,Steam Turbine,13.41,48731,1297480,OBG,0,UNK
G,2019,G0382,Roseville,1,OP,4/1/1986,,GT,Combustion (gas) Turbine,24.9,752.02,13462,NG,0,OIL
G,2019,G0382,Roseville,2,OP,5/1/1986,,GT,Combustion (gas) Turbine,24.9,658.07,13262,NG,0,OIL
G,2019,G0213,Roseville Energy Park (REP),CT1,OP,10/15/2007,,CT,Combined Cycle - Combustion Turbine portion,50,93808,1160980,NG,0,UNK
G,2019,G0213,Roseville Energy Park (REP),CT2,OP,10/15/2007,,CT,Combined Cycle - Combustion Turbine portion,50,89270,1175440,NG,0,UNK
G,2019,G0213,Roseville Energy Park (REP),STG1,OP,10/15/2007,,CA,Combined Cycle - Steam Turbine portion,100,107623,170120,NG,0,UNK
S,2019,S9266,Ruddick-2 2MW PV Project (4) (2012 PV RFO - 1),Unit 1,OP,12/31/2014,,PV,Photovoltaic,2,3504,0,SUN,0,N/A
S,2019,S9000,Ruiz Foods,1,OP,1/1/2012,,PV,Photovoltaic,1,1752,0,SUN,0,N/A
H,2019,H0426,Rush Creek,1,OP,10/1/1916,,HY,Hydraulic Turbine (conventional),4.4,25146,0,WAT,0,UNK
H,2019,H0426,Rush Creek,2,OP,12/1/1917,,HY,Hydraulic Turbine (conventional),4,22860,0,WAT,0,UNK
G,2019,G0935,Russell City Energy Center,CTG1,OP,8/8/2013,,CT,Combined Cycle - Combustion Turbine portion,195,290645,3284210,NG,0,UNK
G,2019,G0935,Russell City Energy Center,CTG2,OP,8/8/2013,,CT,Combined Cycle - Combustion Turbine portion,195,271079,3079200,NG,0,UNK
G,2019,G0935,Russell City Energy Center,ST1,OP,8/8/2013,,CA,Combined Cycle - Steam Turbine portion,235,325668,183241,NG,0,UNK
G,2019,G0076,Sacramento Campbell Soup SPA,Unit CT,OP,12/1/1997,,CT,Combined Cycle - Combustion Turbine portion,118.7,410290,5339120,NG,0,UNK
G,2019,G0076,Sacramento Campbell Soup SPA,Unit ST,OP,12/1/1997,,CA,Combined Cycle - Steam Turbine portion,55.2,234146,0,NG,0,UNK
G,2019,G0085,Sacramento Carson - Carson Ice CG,Unit 1,OP,10/1/1995,,GT,Combustion (gas) Turbine,48,9128,113207,NG,0,OTH
G,2019,G0085,Sacramento Carson - Carson Ice CG,Unit 2,OP,10/1/1995,,CA,Combined Cycle - Steam Turbine portion,17.5,50068,0,NG,0,OTH
G,2019,G0085,Sacramento Carson - Carson Ice CG,Unit CT,OP,10/1/1995,,CT,Combined Cycle - Combustion Turbine portion,54,233320,2558320,NG,116226,OBG
S,2019,S0660,Sacramento Regional County Sanitation District,Unit 1,OP,1/26/2018,,PV,Photovoltaic,3.73,7720,0,SUN,0,N/A
G,2019,G0467,Sacramento SCA,CCST,OP,3/1/1997,,CA,Combined Cycle - Steam Turbine portion,49.8,115445,0,NG,0,UNK
G,2019,G0467,Sacramento SCA,CT1A,OP,5/1/1997,,CT,Combined Cycle - Combustion Turbine portion,49.8,304872,3230720,NG,0,N/A
G,2019,G0467,Sacramento SCA,CT1B,OP,3/1/1997,,CT,Combined Cycle - Combustion Turbine portion,48.3,280215,2970180,NG,0,UNK
G,2019,G0467,Sacramento SCA,CT1C,OP,4/1/2001,,GT,Combustion (gas) Turbine,50,28536,304247,NG,0,UNK
G,2019,G1014,Saddleback Community College,1,OP,3/1/2003,,IC,"Internal Combustion Engine (diesel, piston)",0.75,2751,29224,NG,0,UNK
G,2019,G1014,Saddleback Community College,2,OP,3/1/2003,,IC,"Internal Combustion Engine (diesel, piston)",0.75,2332,25701,NG,0,UNK
W,2019,W0396,Safeway Tracy,WPRS 1,OP,6/1/2011,,WT,Wind Turbine,2,2693.82,0,WND,0,N/A
G,2019,G0518,Saint Agnes Medical Center,1,OP,4/1/2001,,GT,Combustion (gas) Turbine,7,27908,83427.6,NG,0,UNK
G,2019,G0520,Salinas River Cogeneration,18C053,OP,1/1/1992,,GT,Combustion (gas) Turbine,38.9,302339,3870260,NG,0,UNK
S,2019,S9071,Salinas Valley Memorial Hospital,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
H,2019,H0431,Salt Springs,Unit 580,OP,6/15/1931,,HY,Hydraulic Turbine (conventional),12,36555,0,WAT,0,UNK
H,2019,H0431,Salt Springs,Unit 581,OP,6/15/1931,,HY,Hydraulic Turbine (conventional),34,154938,0,WAT,0,UNK
T,2019,T0047,Salton Sea Unit 1,EE11,OP,7/1/1982,,ST,Steam Turbine,10.25,74698,0,GEO,0,UNK
T,2019,T0048,Salton Sea Unit 2,GEN1,OP,3/1/1990,,ST,Steam Turbine,10,54416,0,GEO,0,UNK
T,2019,T0048,Salton Sea Unit 2,GEN2,OP,3/1/1990,,ST,Steam Turbine,5.7,31015,0,GEO,0,UNK
T,2019,T0048,Salton Sea Unit 2,GEN3,OP,3/1/1990,,ST,Steam Turbine,4,21773,0,GEO,0,UNK
T,2019,T0049,Salton Sea Unit 3,GEN1,OP,2/1/1989,,ST,Steam Turbine,53.97,300502,0,GEO,0,UNK
T,2019,T0016,Salton Sea Unit 4,4100,OP,5/1/1997,,ST,Steam Turbine,47.5,290157,0,GEO,0,UNK
T,2019,T0017,Salton Sea Unit 5,1(TG-5100),OP,6/1/2000,,ST,Steam Turbine,58.3,321388,0,GEO,0,UNK
G,2019,G0522,San Antonio Community Hospital,Unit 1,OP,1/1/1985,,IC,"Internal Combustion Engine (diesel, piston)",0.9,2683,33961,NG,0,UNK
G,2019,G0522,San Antonio Community Hospital,Unit 2,OP,1/1/1985,,IC,"Internal Combustion Engine (diesel, piston)",0.9,3429,43405,NG,0,UNK
G,2019,G0522,San Antonio Community Hospital,Unit 3,OP,3/1/2001,,IC,"Internal Combustion Engine (diesel, piston)",0.9,4863,61556,NG,0,UNK
S,2019,S0304,San Benito Smart Park,1,OP,5/31/2014,,PV,Photovoltaic,1.5,3388,0,SUN,0,UNK
S,2019,S0378,San Diego - Alta Rd. EMDF Canopy,1,OP,12/2/2011,,PV,Photovoltaic,1,1116.58,0,SUN,0,N/A
S,2019,S0401,San Diego City Regional Airport Authority,1,OP,2/5/2015,,PV,Photovoltaic,1.6,2803,0,SUN,0,N/A
G,2019,G0511,San Diego State University,GEN 1,OP,9/1/2002,,CT,Combined Cycle - Combustion Turbine portion,5.1,25500,375193,NG,0,N/A
G,2019,G0511,San Diego State University,GEN 2,OP,9/1/2002,,CT,Combined Cycle - Combustion Turbine portion,5.1,20337,313880,NG,0,N/A
G,2019,G0511,San Diego State University,GEN 3,OP,9/1/2002,,CA,Combined Cycle - Steam Turbine portion,4.1,6452,0,NG,0,N/A
H,2019,H0437,San Dimas Hydro Recovery Plant,1,OP,3/1/1981,,HY,Hydraulic Turbine (conventional),9.92,36200,0.01,WAT,0.01,UNK
H,2019,H0443,San Dimas Wash,UNIT 1,OP,3/1/1986,,HY,Hydraulic Turbine (conventional),1.05,3021,0.01,WAT,0.01,UNK
H,2019,H0438,San Fernando,Unit 1,OP,10/22/1922,,HY,Hydraulic Turbine (conventional),3.2,5,0,WAT,0,UNK
H,2019,H0438,San Fernando,Unit 2,OP,10/22/1922,,HY,Hydraulic Turbine (conventional),3.2,11276,0,WAT,0,UNK
S,2019,S9119,San Francisco State University,1,OP,1/1/2012,,PV,Photovoltaic,1.2,2011,0,SUN,0,N/A
H,2019,H0441,San Francisquito 1,Unit #1A,OP,5/1/1983,,HY,Hydraulic Turbine (conventional),25,105226,0,WAT,0,UNK
H,2019,H0441,San Francisquito 1,Unit #3,OP,5/1/1917,,HY,Hydraulic Turbine (conventional),9.38,3899.06,0,WAT,0,UNK
H,2019,H0441,San Francisquito 1,Unit #4,OP,5/1/1923,,HY,Hydraulic Turbine (conventional),10,12566,0,WAT,0,UNK
H,2019,H0441,San Francisquito 1,Unit #5A,OP,4/1/1987,,HY,Hydraulic Turbine (conventional),25,135023,0,WAT,0,UNK
H,2019,H0440,San Francisquito 2,Unit 1,OP,7/6/1919,,HY,Hydraulic Turbine (conventional),14,0.12,0,WAT,0,UNK
H,2019,H0440,San Francisquito 2,Unit 2,OP,8/1/1919,,HY,Hydraulic Turbine (conventional),14,3593.07,0,WAT,0,UNK
H,2019,H0440,San Francisquito 2,Unit 3,OP,9/1/1912,,HY,Hydraulic Turbine (conventional),18,74850,0,WAT,0,UNK
H,2019,H0442,San Gabriel Hydroelectric Project,U1,OP,12/1/1987,,HY,Hydraulic Turbine (conventional),3.9,4575.5,0,WAT,0,UNK
H,2019,H0442,San Gabriel Hydroelectric Project,U2,OP,12/1/1987,,HY,Hydraulic Turbine (conventional),1.08,4575.5,0,WAT,0,UNK
W,2019,W0261,San Gorgonio Farms Wind Farm,WPRS 1,OP,3/1/1983,,WT,Wind Turbine,31.02,87105.7,0,WND,0,N/A
W,2019,W0283,San Gorgonio Westwinds II,WPRS 1,OP,11/24/1985,,WT,Wind Turbine,43.4,118956,0,WND,0,N/A
W,2019,W0447,San Gorgonio Wind,WPRS 1,OP,12/31/1989,,WT,Wind Turbine,49.5,182045,0,WND,0,N/A
H,2019,H0448,San Joaquin #1A,1,OP,3/1/1919,,HY,Hydraulic Turbine (conventional),0.43,0.01,0,WAT,0,UNK
H,2019,H0449,San Joaquin #2,1,OP,9/1/1917,,HY,Hydraulic Turbine (conventional),3.2,0.01,0,WAT,0,UNK
H,2019,H0450,San Joaquin #3,3,OP,8/1/1923,,HY,Hydraulic Turbine (conventional),4,0.01,0,WAT,0,UNK
G,2019,G0087,San Jose Cogeneration,GEN1,OP,12/1/1984,,CS,Combined Cycle - Single Shaft,3.5,16424,260530,NG,0.01,UNK
G,2019,G0087,San Jose Cogeneration,GEN2,OP,12/1/1984,,CT,Combined Cycle - Combustion Turbine portion,3.5,16424,260530,NG,0,UNK
S,2019,S9127,San Jose Evergreen Community College,1,OP,1/1/2012,,PV,Photovoltaic,1.4,2237,0,SUN,0,N/A
G,2019,G1047,San Jose-Santa Clara Regional Wastewater Facility,EG-1,OP,11/1/1995,,IC,"Internal Combustion Engine (diesel, piston)",2.8,17494,125932,NG,56076,OBG
G,2019,G1047,San Jose-Santa Clara Regional Wastewater Facility,EG-2,OP,7/1/1985,,IC,"Internal Combustion Engine (diesel, piston)",2.8,2832,18442,NG,8824,OBG
G,2019,G1047,San Jose-Santa Clara Regional Wastewater Facility,EG-3,OP,7/1/1985,,IC,"Internal Combustion Engine (diesel, piston)",2.8,17455,142864,NG,61368,OBG
E,2019,E0075,San Marcos,Unit 1,OP,12/1/1985,,GT,Combustion (gas) Turbine,0.93,6361,97922.5,LFG,0,UNK
E,2019,E0075,San Marcos,Unit 2,OP,12/1/1985,,GT,Combustion (gas) Turbine,0.93,6361,97922.5,LFG,0,UNK
S,2019,S9054,San Miguel Winery,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
H,2019,H0519,Sand Bar,Unit 1,OP,5/1/1986,,HY,Hydraulic Turbine (conventional),16.2,107575,0,WAT,0,UNK
S,2019,S0131,Sand Drag,1,OP,12/31/2010,,PV,Photovoltaic,19,31601,0,SUN,0,UNK
S,2019,S9246,Sandra Energy LLC,Unit 1,OP,12/31/2014,,PV,Photovoltaic,1.5,2628,0,SUN,0,N/A
S,2019,S0632,Sanger USD Sanger High School,9366485-CA,OP,1/27/2017,,PV,Photovoltaic,1.07,1309,0,SUN,0,N/A
H,2019,H0460,Santa Ana 1,1,OP,1899/1/1,,HY,Hydraulic Turbine (conventional),0.8,19.25,0,WAT,0,UNK
H,2019,H0460,Santa Ana 1,2,OP,1899/1/1,,HY,Hydraulic Turbine (conventional),0.8,19.25,0,WAT,0,UNK
H,2019,H0460,Santa Ana 1,3,OP,1899/1/1,,HY,Hydraulic Turbine (conventional),0.8,19.25,0,WAT,0,UNK
H,2019,H0460,Santa Ana 1,4,OP,1899/1/1,,HY,Hydraulic Turbine (conventional),0.8,19.25,0,WAT,0,UNK
H,2019,H0462,Santa Ana 3,1,OP,4/1/1947,,HY,Hydraulic Turbine (conventional),3.1,4122,0,WAT,0,UNK
G,2019,G0114,Santa Clara Cogen,1,OP,6/1/1982,,GT,Combustion (gas) Turbine,3.5,23273,380865,NG,0,UNK
G,2019,G0114,Santa Clara Cogen,2,OP,6/1/1982,,GT,Combustion (gas) Turbine,3.5,22857,373846,NG,0,UNK
E,2019,E0132,Santa Cruz Energy LLC,GEN 1,OP,11/21/2009,,IC,"Internal Combustion Engine (diesel, piston)",1.6,10034,117979,LFG,0,UNK
H,2019,H0533,Santa Felicia,Unit 1,OP,6/1/1987,,HY,Hydraulic Turbine (conventional),0.24,91,0,WAT,0,UNK
H,2019,H0533,Santa Felicia,Unit 2,OP,6/1/1987,,HY,Hydraulic Turbine (conventional),1.18,823,0,WAT,0,UNK
E,2019,E0228,Santa Maria II Landfill,1,OP,9/12/2010,,IC,"Internal Combustion Engine (diesel, piston)",1.4,8228.04,72990.4,LFG,0,UNK
B,2019,B0015,Santa Rita Jail Fuel Cell,MB18,OP,12/16/2016,,FC,Fuel Cell (electrochemical),1.4,9607,86997,NG,0,N/A
H,2019,H0467,Sawtelle,1,OP,6/1/1986,,HY,Hydraulic Turbine (conventional),0.64,0.01,0,WAT,0,UNK
G,2019,G0549,Scattergood,Unit #1,OP,12/1/1958,,ST,Steam Turbine,163.2,51822,698188,NG,0,OBG
G,2019,G0549,Scattergood,Unit #2,OP,7/1/1959,,ST,Steam Turbine,163.2,94650,1424210,NG,0,OBG
G,2019,G0549,Scattergood,Unit #4,OP,10/9/2015,,CT,Combined Cycle - Combustion Turbine portion,216.92,659870,7188890,NG,0,N/A
G,2019,G0549,Scattergood,Unit #5,OP,11/15/2015,,CA,Combined Cycle - Steam Turbine portion,118.9,331461,0.03,NG,0,UNK
G,2019,G0549,Scattergood,Unit #6,OP,8/9/2015,,GT,Combustion (gas) Turbine,106.9,56799,552617,NG,0,UNK
G,2019,G0549,Scattergood,Unit #7,OP,9/23/2015,,GT,Combustion (gas) Turbine,106.9,42737,432859,NG,0,UNK
S,2019,S0379,SCE - Corona,1,OP,4/15/2013,,PV,Photovoltaic,1,1657.25,0,SUN,0,N/A
W,2019,W0465,Scheid Vineyards,WPRS 1,OP,9/15/2017,,WT,Wind Turbine,1.85,4039.61,0,WND,0,N/A
E,2019,E0063,Scotia,#3,OS,1/1/1938,,ST,Steam Turbine,7.5,0.12,0.12,WDS,0,NG
E,2019,E0063,Scotia,Gen A,OP,3/1/1988,,ST,Steam Turbine,12.5,61382,1392830,WDS,0,NG
E,2019,E0063,Scotia,Gen B,OP,1/1/1989,,ST,Steam Turbine,12.5,63629,1538540,WDS,0,NG
T,2019,T0051,Second Imperial Geothermal Co SIGC Plant,Gen 1-12,OP,6/1/1993,,ST,Steam Turbine,48,89158,0,GEO,0,UNK
T,2019,T0051,Second Imperial Geothermal Co SIGC Plant,GEN 13,OP,1/25/2006,,ST,Steam Turbine,16,14968,0,GEO,0,UNK
T,2019,T0051,Second Imperial Geothermal Co SIGC Plant,GEN 14,OP,4/4/2008,,ST,Steam Turbine,16,112803,0,GEO,0,UNK
S,2019,S0071,SEGS III,GEN1,OP,12/18/1986,,ST,Steam Turbine,34.2,38242,598759,SUN,0,NG
S,2019,S0072,SEGS IV,GEN1,OP,12/18/1986,,ST,Steam Turbine,34.2,41865,644124,SUN,0,NG
S,2019,S0073,SEGS IX,GEN1,OP,10/11/1990,,ST,Steam Turbine,92,140154,1490630,SUN,216730,NG
S,2019,S0074,SEGS V,GEN1,OP,9/29/1987,,ST,Steam Turbine,34.2,41423,641339,SUN,0,NG
S,2019,S0075,SEGS VI,GEN1,CS,12/25/1988,,ST,Steam Turbine,35,0.12,0,SUN,0,NG
S,2019,S0076,SEGS VII,GEN1,CS,12/29/1988,,ST,Steam Turbine,35,0.12,0,SUN,0,NG
S,2019,S0077,SEGS VIII,GEN1,OP,12/1/1989,,ST,Steam Turbine,92,137476,1505060,SUN,238798,NG
H,2019,H0471,Senator Wash (Pumping-Generating),Unit 1,OP,10/1/1977,,HY,Hydraulic Turbine (conventional),7.83,6490.17,0,WAT,0,UNK
G,2019,G0512,Sentinel Energy Project CPV,1,OP,5/10/2013,,GT,Combustion (gas) Turbine,100,68766,686347,NG,0,UNK
G,2019,G0512,Sentinel Energy Project CPV,2,OP,5/10/2013,,GT,Combustion (gas) Turbine,100,77454,778112,NG,0,UNK
G,2019,G0512,Sentinel Energy Project CPV,3,OP,5/10/2013,,GT,Combustion (gas) Turbine,100,74787,753631,NG,0,UNK
G,2019,G0512,Sentinel Energy Project CPV,4,OP,5/10/2013,,GT,Combustion (gas) Turbine,100,66490,673280,NG,0,UNK
G,2019,G0512,Sentinel Energy Project CPV,5,OP,5/10/2013,,GT,Combustion (gas) Turbine,100,66529,662594,NG,0,UNK
G,2019,G0512,Sentinel Energy Project CPV,6,OP,5/10/2013,,GT,Combustion (gas) Turbine,100,74172,740429,NG,0,UNK
G,2019,G0512,Sentinel Energy Project CPV,7,OP,5/10/2013,,GT,Combustion (gas) Turbine,100,77952,783280,NG,0,UNK
G,2019,G0512,Sentinel Energy Project CPV,8,OP,5/10/2013,,GT,Combustion (gas) Turbine,100,70553,698176,NG,0,UNK
S,2019,S9155,Sepulveda Ambulatory Care Center,1,OP,1/1/2012,,PV,Photovoltaic,4,7008,0,SUN,0,N/A
H,2019,H0472,Sepulveda Canyon,1,OP,3/1/1982,,HY,Hydraulic Turbine (conventional),8.54,12665,0.01,WAT,0.01,UNK
S,2019,S0163,SEPV 1 (Gestamp - GASNA),1,OP,4/23/2012,,PV,Photovoltaic,2,4947,0,SUN,0,UNK
S,2019,S0557,SEPV 18 - Palmdale 18,Unit 1,OP,1/4/2016,,PV,Photovoltaic,2,5322,0,SUN,0,N/A
S,2019,S0164,SEPV 2 (Gestamp - GASNA),1,OP,6/1/2012,,PV,Photovoltaic,2,4350,0,SUN,0,UNK
S,2019,S0677,SEPV EAST,Unit 1,OP,1/1/2018,,PV,Photovoltaic,3,5518.8,0,SUN,0,N/A
S,2019,S0550,SEPV Mojave West,Unit 1,OP,6/15/2015,,PV,Photovoltaic,20,54684,0,SUN,0,N/A
S,2019,S0415,SEPV Palmdale East LLC,PLMD,OP,7/31/2015,,PV,Photovoltaic,10,25983,0,SUN,0,UNK
S,2019,S9207,Sequoia (Bena C),Unit 1,OP,12/31/2014,,PV,Photovoltaic,1.5,2628,0,SUN,0,N/A
S,2019,S0516,Sequoia PV1,Farmersville 1,OP,8/20/2014,,PV,Photovoltaic,1.5,2654,0,SUN,0,UNK
S,2019,S0516,Sequoia PV1,Farmersville 2,OP,8/20/2014,,PV,Photovoltaic,1.5,2654,0,SUN,0,UNK
S,2019,S0516,Sequoia PV1,Farmersville 3,OP,8/20/2014,,PV,Photovoltaic,1.5,2654,0,SUN,0,
S,2019,S0517,Sequoia PV2,Hanford 1&2,OP,8/29/2014,,PV,Photovoltaic,3,5752,0,SUN,0,UNK
S,2019,S0518,Sequoia PV3,Porterville6&7,OP,8/1/2014,,PV,Photovoltaic,3,5779,0,SUN,0,UNK
S,2019,S9036,Services Inc. #345 Ikea Distribution,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
S,2019,S0408,Seville Solar One,Unit 1,OP,12/30/2015,,PV,Photovoltaic,20,52468,0,SUN,0,UNK
S,2019,S0409,Seville Solar Two,Unit 1,OP,12/24/2015,,PV,Photovoltaic,30,84300,0,SUN,0,UNK
G,2019,G0127,SF Fuel Cell Station,1,OP,9/1/2011,,FC,Fuel Cell (electrochemical),1.6,9080,86158,NG,0,UNK
S,2019,S0330,Shafter Solar LLC,1,OP,6/3/2015,,PV,Photovoltaic,20,51836,0,SUN,0,UNK
H,2019,H0475,Shasta,UNIT 1,OP,4/1/1949,,HY,Hydraulic Turbine (conventional),142,532626,0,WAT,0,UNK
H,2019,H0475,Shasta,UNIT 2,OP,7/1/1948,,HY,Hydraulic Turbine (conventional),142,581143,0,WAT,0,UNK
H,2019,H0475,Shasta,UNIT 3,OP,6/1/1944,,HY,Hydraulic Turbine (conventional),142,503986,0,WAT,0,UNK
H,2019,H0475,Shasta,UNIT 4,OP,6/1/1944,,HY,Hydraulic Turbine (conventional),142,461587,0,WAT,0,UNK
H,2019,H0475,Shasta,UNIT 5,OP,3/1/1948,,HY,Hydraulic Turbine (conventional),142,214095,0,WAT,0,UNK
H,2019,H0475,Shasta,UNIT S1,OP,6/1/1944,,HY,Hydraulic Turbine (conventional),2,0.12,0,WAT,0,UNK
H,2019,H0475,Shasta,UNIT S2,OP,6/1/1944,,HY,Hydraulic Turbine (conventional),2,548.89,0,WAT,0,UNK
S,2019,S9002,Shasta College,1,OP,1/1/2012,,PV,Photovoltaic,1,1620,0,SUN,0,N/A
W,2019,W0358,Shiloh I Wind (Victory Garden Prtnr PHIV),WPRS 1,OP,12/30/1989,,WT,Wind Turbine,150,381867,0,WND,0,N/A
W,2019,W0421,"Shiloh III Wind Project, LLC",WPRS 1,OP,12/22/2011,,WT,Wind Turbine,102.5,266081,0,WND,0,N/A
W,2019,W0422,"Shiloh IV Wind Project, LLC",WPRS 1,OP,12/7/2012,,WT,Wind Turbine,102.5,268593,0,WND,0,N/A
W,2019,W0384,"Shiloh Wind Project 2, LLC (Shiloh II & III)",WPRS 1,OP,2/9/2009,,WT,Wind Turbine,153.75,383508,0,WND,0,N/A
S,2019,S9092,Siemens Industry Inc.,1,OP,1/1/2012,,PV,Photovoltaic,1,1624,0,SUN,0,N/A
H,2019,H0479,Sierra,1,OP,1/1/1922,,HY,Hydraulic Turbine (conventional),0.24,1148,0,WAT,0,UNK
H,2019,H0479,Sierra,2,OP,2/1/1922,,HY,Hydraulic Turbine (conventional),0.24,1148,0,WAT,0,UNK
G,2019,G1036,Sierra Nevada Brewing,Microturbines,OP,1/1/2016,,MT,Micro Turbine,2,7322,98124,NG,0,N/A
G,2019,G1036,Sierra Nevada Brewing,Solar,OP,12/31/2008,,PV,Photovoltaic,2,2586,0,SUN,0,UNK
S,2019,S0432,Sierra Solar Greenworks LLC,Unit 1,OP,11/1/2015,,PV,Photovoltaic,20,42636,0,SUN,0,UNK
S,2019,S9174,Silver Ridge Mount Signal (Imperial Valley Solar 1),Unit 1,OP,10/1/2013,,PV,Photovoltaic,200,489171,0,SUN,0,UNK
S,2019,S0436,Silver State Power South (NV),Unit 1,OP,10/1/2015,,PV,Photovoltaic,250,698837,0,SUN,0,UNK
