Category,v 2019  ,Plant ID,Plant Name,Unit,Status,Start Date,Retire Date,Prime mover ID,Prime Mover,Capacity,net MWh,Primary,Primary,Secondary,Secondary
,,,,,,,,,Description,,,Fuel Use MMBTU,Energy Source,Fuel Use MMBTU,Energy Source
H,2019,H0141,Dion R Holm,UNIT 2,OP,8/1/1960,,HY,Hydraulic Turbine (conventional),82.5,311708,0,WAT,0,UNK
H,2019,H0142,Division Creek,1,OP,3/1/1909,,HY,Hydraulic Turbine (conventional),0.6,0.01,0,WAT,0,UNK
T,2019,T0077,Dixie Valley Geothermal (Nevada),Unit 1,OP,7/5/1987,,ST,Steam Turbine,64.7,491708,0,GEO,0,UNK
G,2019,G0627,Dome Lease Project,T1,OP,8/1/1998,,GT,Combustion (gas) Turbine,3,20601,538185,NG,0,NG
G,2019,G0627,Dome Lease Project,T2,OP,8/1/1998,,GT,Combustion (gas) Turbine,3,24513,596012,NG,0,NG
H,2019,H0144,Don Pedro,6710281,OP,5/1/1971,,HY,Hydraulic Turbine (conventional),55,137829,0,WAT,0,UNK
H,2019,H0144,Don Pedro,6710282,OP,5/1/1971,,HY,Hydraulic Turbine (conventional),55,219803,0,WAT,0,UNK
H,2019,H0144,Don Pedro,6710283,OP,5/1/1971,,HY,Hydraulic Turbine (conventional),55,221671,0,WAT,0,UNK
H,2019,H0144,Don Pedro,8513242,OP,4/1/1989,,HY,Hydraulic Turbine (conventional),38,1909.11,0,WAT,0,UNK
G,2019,G0169,Donald Von Raesfeld Power Plant (DVR),CT1,OP,11/1/2004,,CT,Combined Cycle - Combustion Turbine portion,50,255393,2608840,NG,0,UNK
G,2019,G0169,Donald Von Raesfeld Power Plant (DVR),CT2,OP,11/1/2004,,CT,Combined Cycle - Combustion Turbine portion,50,256762,2654650,NG,0,UNK
G,2019,G0169,Donald Von Raesfeld Power Plant (DVR),SG,OP,11/1/2004,,CA,Combined Cycle - Steam Turbine portion,47,146918,38366.1,NG,0,UNK
H,2019,H0145,Donnells,1,OP,7/1/1956,,HY,Hydraulic Turbine (conventional),72,301738,0,WAT,0,UNK
G,2019,G0176,Double C,Unit 1,OP,3/20/1989,,GT,Combustion (gas) Turbine,24,8020.03,82798,NG,0,UNK
G,2019,G0176,Double C,Unit 2,OP,3/20/1989,,GT,Combustion (gas) Turbine,24,8395.03,86688,NG,0,UNK
S,2019,S9222,Dreamer Solar LLC,Unit 1,OP,12/31/2014,,PV,Photovoltaic,1.5,2628,0,SUN,0,N/A
S,2019,S9283,Drew Energy LLC,Unit 1,OP,12/31/2014,,PV,Photovoltaic,1,1752,0,SUN,0,N/A
H,2019,H0147,Drop 1,UNIT 1,OS,11/16/1984,,HY,Hydraulic Turbine (conventional),1.95,6528,0.01,WAT,0.01,UNK
H,2019,H0147,Drop 1,UNIT 2,OP,10/23/1984,,HY,Hydraulic Turbine (conventional),1.95,1714,0.01,WAT,0.01,UNK
H,2019,H0147,Drop 1,UNIT 3,OP,10/19/1984,,HY,Hydraulic Turbine (conventional),1.95,0.01,0.01,WAT,0.01,UNK
H,2019,H0149,Drop 2,UNIT 1,OS,12/5/1953,,HY,Hydraulic Turbine (conventional),5,22915,0,WAT,0,UNK
H,2019,H0149,Drop 2,UNIT 2,OS,12/30/1953,,HY,Hydraulic Turbine (conventional),5,17085,0,WAT,0,UNK
H,2019,H0150,Drop 3,UNIT 1,OS,2/20/1941,,HY,Hydraulic Turbine (conventional),4.8,18049,0,WAT,0,UNK
H,2019,H0150,Drop 3,UNIT 2,OS,11/23/1966,,HY,Hydraulic Turbine (conventional),5,22953,0,WAT,0,UNK
H,2019,H0151,Drop 4,UNIT 1,OP,8/9/1950,,HY,Hydraulic Turbine (conventional),10,46133,0,WAT,0,UNK
H,2019,H0151,Drop 4,UNIT 2,OP,2/25/1941,,HY,Hydraulic Turbine (conventional),9.6,38816,0,WAT,0,UNK
H,2019,H0152,Drop 5,UNIT 1,OS,3/1/1982,,HY,Hydraulic Turbine (conventional),2,-2,0.01,WAT,0.01,UNK
H,2019,H0152,Drop 5,UNIT 2,OS,3/9/1982,,HY,Hydraulic Turbine (conventional),2,10383,0.01,WAT,0.01,UNK
H,2019,H0154,Drum #1,Unit 563,OP,11/26/1913,,HY,Hydraulic Turbine (conventional),13,21668,0,WAT,0,UNK
H,2019,H0154,Drum #1,Unit 564,OP,11/26/1913,,HY,Hydraulic Turbine (conventional),12,8937.04,0,WAT,0,UNK
H,2019,H0154,Drum #1,Unit 565,OP,11/26/1913,,HY,Hydraulic Turbine (conventional),14,5910.02,0,WAT,0,UNK
H,2019,H0154,Drum #1,Unit 566,OP,11/26/1913,,HY,Hydraulic Turbine (conventional),16.5,35852,0,WAT,0,UNK
H,2019,H0155,Drum #2,Unit 567,OP,12/18/1965,,HY,Hydraulic Turbine (conventional),49.5,278193,0,WAT,0,UNK
S,2019,S9223,DT Solar 1 LLC,Unit 1,OP,12/31/2014,,PV,Photovoltaic,1.5,2628,0,SUN,0,N/A
S,2019,S9224,DT Solar 2 LLC,Unit 1,OP,12/31/2014,,PV,Photovoltaic,1.5,2628,0,SUN,0,N/A
S,2019,S9225,DT Solar 3 LLC,Unit 1,OP,12/31/2014,,PV,Photovoltaic,1,1752,0,SUN,0,N/A
E,2019,E0213,DTE Stockton (POSDEF Repower C0004),GEN 1,OP,2/21/2014,,ST,Steam Turbine,50,375552,5940650,WDS,147723,NG
S,2019,S0579,Ducor Solar 1,Unit 1,OP,11/30/2016,,PV,Photovoltaic,20,46365,0,SUN,0,N/A
S,2019,S0580,Ducor Solar 2,Unit 1,OP,11/30/2016,,PV,Photovoltaic,20,46002,0,SUN,0,N/A
S,2019,S0581,Ducor Solar 3,Unit 1,OP,12/1/2016,,PV,Photovoltaic,15,34932,0,SUN,0,N/A
S,2019,S0582,Ducor Solar 4,Unit 1,OP,12/1/2016,,PV,Photovoltaic,20,46147,0,SUN,0,N/A
S,2019,S0572,Dulles,Unit 1,OP,11/17/2016,,PV,Photovoltaic,2,2571.95,0,SUN,0,N/A
W,2019,W0439,Dutch Energy Wind Farm,WPRS 1,OP,1/1/1983,,WT,Wind Turbine,9.5,20235.8,0,WND,0,N/A
H,2019,H0156,Dutch Flat #1,Unit 568,OP,3/29/1943,,HY,Hydraulic Turbine (conventional),22,64327,0,WAT,0,UNK
H,2019,H0157,Dutch Flat 2,UNIT 1,OP,11/1/1965,,HY,Hydraulic Turbine (conventional),27.3,100250,0,WAT,0,UNK
S,2019,S9035,E & J Gallo Winery,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
S,2019,S9056,E&J Gallo Winery,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
T,2019,T0058,Eagle Rock #11,ERST11,OP,1/1/1975,,ST,Steam Turbine,110,606753,0,GEO,0,UNK
H,2019,H0160,East Highline,UNIT 1,OS,9/12/1984,,HY,Hydraulic Turbine (conventional),2.42,3235,0,WAT,0,UNK
H,2019,H0078,East Portal Generator,4022,OP,1/1/1984,,HY,Hydraulic Turbine (conventional),1.25,5577,0,WAT,0,UNK
S,2019,S9264,East Side Calpella 2MW PV Project (1) (2012 PV RFO - 1),Unit 1,OP,12/31/2014,,PV,Photovoltaic,2,3504,0,SUN,0,N/A
W,2019,W0278,East Winds Project (NAWP Inc),WPRS 1,OP,1/7/1985,,WT,Wind Turbine,3,6411.45,0,WND,0,N/A
H,2019,H0161,Eastwood (Pumped Storage),UNIT 1,OP,1/1/1988,,HY,Hydraulic Turbine (conventional),199,254676,0,WAT,0,UNK
E,2019,E0242,EBMUD Wastewater Treatment Plant Digester Gas Turbine,1,OP,11/1/2011,,GT,Combustion (gas) Turbine,4.6,24188,300404,OBG,0,UNK
E,2019,E0036,EBMUD Wastewater Treatment Plant Power Generation Station,GEN 1,OP,8/1/1985,,IC,"Internal Combustion Engine (diesel, piston)",2.15,8445,104257,OBG,1114,DFO
E,2019,E0036,EBMUD Wastewater Treatment Plant Power Generation Station,GEN 2,OP,8/1/1985,,IC,"Internal Combustion Engine (diesel, piston)",2.15,3636,44555,OBG,497,DFO
E,2019,E0036,EBMUD Wastewater Treatment Plant Power Generation Station,GEN 3,OP,8/1/1985,,IC,"Internal Combustion Engine (diesel, piston)",2.15,8884,108345,OBG,1032,DFO
S,2019,S9290,Ecos Energy LLC_(Bear Creek Solar Project),Unit 1,OP,12/31/2013,,PV,Photovoltaic,1.5,1971,0,SUN,0,N/A
S,2019,S9292,Ecos Energy LLC_(Vintner Solar Project),Unit 1,OP,3/5/2014,,PV,Photovoltaic,1.5,3252.31,0,SUN,0,UNK
S,2019,S0461,ECPV Solar,Unit 1,OP,10/1/2013,,PV,Photovoltaic,20,51923,0,SUN,0,UNK
W,2019,W0380,EDF Renewable Windfarm V Inc (ENXCO V),WPRS 1,OP,1/1/1990,,WT,Wind Turbine,15.5,12475.6,0,WND,0,N/A
W,2019,W0391,"Edom Hills Project 1, LLC",WPRS 1,OP,8/8/2012,,WT,Wind Turbine,20,28499.5,0,WND,0,N/A
H,2019,H0164,"Edward C Hyatt (Unit 1,3,5 Pumping-Generating)",1,OP,3/1/1968,,HY,Hydraulic Turbine (conventional),117,0.12,0,WAT,0,UNK
H,2019,H0164,"Edward C Hyatt (Unit 1,3,5 Pumping-Generating)",2,OP,11/1/1968,,HY,Hydraulic Turbine (conventional),97.75,285457,0,WAT,0,UNK
H,2019,H0164,"Edward C Hyatt (Unit 1,3,5 Pumping-Generating)",3,OP,6/1/1968,,HY,Hydraulic Turbine (conventional),117,514004,0,WAT,0,UNK
H,2019,H0164,"Edward C Hyatt (Unit 1,3,5 Pumping-Generating)",4,OP,12/1/1968,,HY,Hydraulic Turbine (conventional),97.75,472054,0,WAT,0,UNK
H,2019,H0164,"Edward C Hyatt (Unit 1,3,5 Pumping-Generating)",5,OP,8/1/1968,,HY,Hydraulic Turbine (conventional),117,756851,0,WAT,0,UNK
H,2019,H0164,"Edward C Hyatt (Unit 1,3,5 Pumping-Generating)",6,OP,2/1/1969,,HY,Hydraulic Turbine (conventional),97.75,635219,0,WAT,0,UNK
S,2019,S0424,EE Kettleman Solar 1,Unit 1,OP,8/17/2015,,PV,Photovoltaic,20,53502,0,SUN,0,UNK
G,2019,G0180,EF Oxnard Inc.,Unit 1,OP,6/1/1990,,GT,Combustion (gas) Turbine,48.5,155089,1441670,NG,0,UNK
G,2019,G0951,El Cajon Energy Center,Gen 1,OP,6/15/2010,,GT,Combustion (gas) Turbine,49.23,8835,98909,NG,0,UNK
G,2019,G0190,El Centro Generating Station,1-Feb,SB,3/15/1993,,CA,Combined Cycle - Steam Turbine portion,34.5,48238,0,NG,0,DFO
G,2019,G0190,El Centro Generating Station,2-Feb,OP,3/15/1993,,CT,Combined Cycle - Combustion Turbine portion,89.9,111470,1730270,NG,0,DFO
G,2019,G0190,El Centro Generating Station,30,OP,10/5/2012,,CA,Combined Cycle - Steam Turbine portion,65.88,153444,0,NG,0,RFO
G,2019,G0190,El Centro Generating Station,31,OP,10/5/2012,,CT,Combined Cycle - Combustion Turbine portion,43.2,140136,1640820,NG,0,UNK
G,2019,G0190,El Centro Generating Station,32,OP,10/5/2012,,CT,Combined Cycle - Combustion Turbine portion,43.2,178328,2044810,NG,0,RFO
G,2019,G0190,El Centro Generating Station,4,OP,8/23/1968,,ST,Steam Turbine,81.6,10095,140602,NG,0,RFO
B,2019,B0011,El Centro Generating Station BESS,Unit 1,OP,12/1/2016,,OT,Other (Explain in Notes),29.7,-2826,0,BAT,0,N/A
H,2019,H0167,El Dorado,1,OP,1/26/1924,,HY,Hydraulic Turbine (conventional),10,40437,0,WAT,0,UNK
H,2019,H0167,El Dorado,2,OP,1/26/1924,,HY,Hydraulic Turbine (conventional),10,45135,0,WAT,0,UNK
G,2019,G0053,El Segundo Energy Center,UNIT 5,OP,8/1/2013,,CT,Combined Cycle - Combustion Turbine portion,202,175220,2142460,NG,0,UNK
G,2019,G0053,El Segundo Energy Center,UNIT 6,OP,8/1/2013,,CA,Combined Cycle - Steam Turbine portion,61,61581,0.12,NG,0,UNK
G,2019,G0053,El Segundo Energy Center,UNIT 7,OP,8/1/2013,,CT,Combined Cycle - Combustion Turbine portion,202,201726,2471170,NG,0,UNK
G,2019,G0053,El Segundo Energy Center,UNIT 8,OP,8/1/2013,,CA,Combined Cycle - Steam Turbine portion,61,78099,0.12,NG,0,UNK
S,2019,S0369,ELACC - Parking Lot,1,OP,3/27/2008,,PV,Photovoltaic,1,0.01,0,SUN,0,UNK
H,2019,H0171,Electra,Unit 575,OP,6/29/1948,,HY,Hydraulic Turbine (conventional),31,122610,0,WAT,0,UNK
H,2019,H0171,Electra,Unit 576,OP,6/29/1948,,HY,Hydraulic Turbine (conventional),31,122700,0,WAT,0,UNK
H,2019,H0171,Electra,Unit 577,OP,6/29/1948,,HY,Hydraulic Turbine (conventional),37,71155,0,WAT,0,UNK
S,2019,S0556,Elevation Solar C,Unit 1,OP,12/2/2016,,PV,Photovoltaic,40,110726,0,SUN,0,N/A
G,2019,G0775,Elk Hills CoGeneration,1,IS,11/1/1994,,GT,Combustion (gas) Turbine,23.3,0.12,0.09,NG,0,UNK
G,2019,G0775,Elk Hills CoGeneration,2,IS,11/1/1994,,GT,Combustion (gas) Turbine,23.3,0.12,0.09,NG,0,UNK
G,2019,G0799,Elk Hills Power LLC,CTG1,OP,7/1/2003,,CT,Combined Cycle - Combustion Turbine portion,171,1232320,13515900,NG,0,N/A
G,2019,G0799,Elk Hills Power LLC,CTG2,OP,7/1/2003,,CT,Combined Cycle - Combustion Turbine portion,171,1206220,13377700,NG,0,UNK
G,2019,G0799,Elk Hills Power LLC,STG,OP,7/1/2003,,CA,Combined Cycle - Steam Turbine portion,225,1407130,1074770,NG,0,UNK
G,2019,G0195,Ellwood Generating Station,UNIT 1,OP,8/1/1974,,GT,Combustion (gas) Turbine,56.7,3690.02,52815,NG,0,UNK
E,2019,E0251,Encina Water Pollution Control,EG-4610,OP,1/1/1984,,IC,"Internal Combustion Engine (diesel, piston)",0.75,3847,33264,OBG,2830,NG
E,2019,E0251,Encina Water Pollution Control,EG-4620,OP,1/1/1984,,IC,"Internal Combustion Engine (diesel, piston)",0.75,3294,31080,OBG,1555,NG
E,2019,E0251,Encina Water Pollution Control,EG-4630,OP,1/1/1984,,IC,"Internal Combustion Engine (diesel, piston)",0.75,3074,29324,OBG,2637,NG
E,2019,E0251,Encina Water Pollution Control,EG-4640,OP,4/1/2009,,IC,"Internal Combustion Engine (diesel, piston)",0.75,4313,43320,OBG,3299,NG
W,2019,W0460,"Energia Sierra Juarez, S. de R.L. de C.V. (Baja Mexico Wind)",ESJ_1,OP,3/27/2015,,WT,Wind Turbine,155.1,471650,0,WND,0,UNK
S,2019,S0387,Enerparc CA1 LLC,Unit 1,OP,6/16/2014,,PV,Photovoltaic,2.17,3394,0,SUN,0,N/A
S,2019,S0583,Enerparc CA2,Unit 1,OP,3/1/2016,,PV,Photovoltaic,1.5,3564,0,SUN,0,N/A
G,2019,G0845,Enterprise - CalPeak Power,1,SB,10/23/2001,,GT,Combustion (gas) Turbine,48.91,5493,59975,NG,0,UNK
S,2019,S9131,Equity Office Property,1,OP,1/1/2012,,PV,Photovoltaic,1.5,2432,0,SUN,0,N/A
S,2019,S9226,Erika Solar LLC,Unit 1,OP,12/31/2014,,PV,Photovoltaic,1.5,2628,0,SUN,0,N/A
G,2019,G0945,Escondido Energy Center LLC,GEN 1,OP,1/25/2014,,GT,Combustion (gas) Turbine,49.9,17394,181148,NG,0,N/A
H,2019,H0174,Etiwanda,1,OS,7/1/1994,,HY,Hydraulic Turbine (conventional),23.9,66132,0,WAT,0,UNK
G,2019,G9333,Etiwanda Peaker,1,OP,8/1/2007,,GT,Combustion (gas) Turbine,49,6991,96404,NG,0,UNK
H,2019,H0175,Exchequer,EXC-1,OP,1/1/1967,,HY,Hydraulic Turbine (conventional),94.5,341319,0,WAT,0,N/A
S,2019,S0608,Exeter Solar,ES,OP,2/12/2014,,PV,Photovoltaic,3.5,6659,0,SUN,0,N/A
S,2019,S0299,Expressway Solar A,A,OP,4/30/2014,,PV,Photovoltaic,2,4845,0,SUN,0,UNK
S,2019,S0413,Expressway Solar B,EXSB,OP,5/1/2014,,PV,Photovoltaic,2,4269,0,SUN,0,UNK
S,2019,S9276,Expressway Solar C2,EXSC2,OP,11/1/2014,,PV,Photovoltaic,1.5,3579,0,SUN,0,UNK
G,2019,G0202,ExxonMobil Las Flores Canyon,ZAN-2501,CS,9/15/1993,,CT,Combined Cycle - Combustion Turbine portion,40,0.12,0.03,NG,0,UNK
G,2019,G0202,ExxonMobil Las Flores Canyon,ZAN-2507,CS,9/15/1993,,CA,Combined Cycle - Steam Turbine portion,9.8,0.12,0.03,NG,0,UNK
S,2019,S9097,FAA Norcal TRACON,1,OP,1/1/2012,,PV,Photovoltaic,1,1652,0,SUN,0,N/A
S,2019,S0362,Fairfield-Suisun Sewer District - WTP,1,OP,12/23/2009,,PV,Photovoltaic,1,1568.46,0,SUN,0,N/A
H,2019,H0177,Fall Creek,1,OP,9/1/1903,,HY,Hydraulic Turbine (conventional),0.5,1374.09,0,WAT,0,UNK
H,2019,H0177,Fall Creek,2,OP,8/1/1907,,HY,Hydraulic Turbine (conventional),0.45,1236.68,0,WAT,0,UNK
H,2019,H0177,Fall Creek,3,OP,1/1/1910,,HY,Hydraulic Turbine (conventional),1.25,3435.23,0,WAT,0,UNK
S,2019,S0300,Fall River Mills Project A & B,W3985,OP,3/5/2014,,PV,Photovoltaic,1.5,3680,0,SUN,0,UNK
S,2019,S0300,Fall River Mills Project A & B,W3986,OP,3/5/2014,,PV,Photovoltaic,1.5,3597,0,SUN,0,UNK
S,2019,S9004,Farm ACW,1,OP,1/1/2012,,PV,Photovoltaic,1,1621,0,SUN,0,N/A
G,2019,G0917,Feather River Peaker,GL4JT1,OP,12/1/2002,,GT,Combustion (gas) Turbine,48.1,12321,146058,NG,0,UNK
H,2019,H0053,Fish Power (NPCap = 0.15MW - No Reporting RQD),HY1,OP,6/1/1986,,HY,Hydraulic Turbine (conventional),0.15,1190,0,WAT,0,UNK
S,2019,S0140,Five Points Solar Station,Unit 1,OP,10/24/2011,,PV,Photovoltaic,15,26211,0,SUN,0,UNK
H,2019,H0186,Folsom,1,OP,6/1/1955,,HY,Hydraulic Turbine (conventional),69,119487,0,WAT,0,UNK
H,2019,H0186,Folsom,2,OP,10/1/1955,,HY,Hydraulic Turbine (conventional),69,333540,0,WAT,0,UNK
H,2019,H0186,Folsom,3,OP,5/1/1955,,HY,Hydraulic Turbine (conventional),69,321255,0,WAT,0,UNK
H,2019,H0187,Fontana,1,OP,12/1/1917,,HY,Hydraulic Turbine (conventional),1.9,4781,0,WAT,0,UNK
S,2019,S9008,Foods Inc. United Natural,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
H,2019,H0189,Foothill,Unit 1,OP,10/6/1971,,HY,Hydraulic Turbine (conventional),11,-85.79,0,WAT,0,UNK
S,2019,S9135,Foothill - De Anza Community College District,1,OP,1/1/2012,,PV,Photovoltaic,1.6,2604,0,SUN,0,N/A
S,2019,S9136,Foothill College - Pv Capstone,1,OP,1/1/2012,,PV,Photovoltaic,1.7,2781,0,SUN,0,N/A
S,2019,S9289,Foothill Farmington 2MW PV Project (2) (2012 PV RFO - 1),1,OP,12/31/2014,,PV,Photovoltaic,2,3504,0,SUN,0,N/A
H,2019,H0188,Foothill Feeder,1,OP,4/1/1981,,HY,Hydraulic Turbine (conventional),9,44336,0.01,WAT,0.01,UNK
H,2019,H0191,Forbestown,1,OP,10/1/1963,,HY,Hydraulic Turbine (conventional),39.7,157495,0,WAT,0,UNK
H,2019,H0192,Forks of Butte Hydro Project,Gen 1,OP,3/1/1992,,HY,Hydraulic Turbine (conventional),14.5,51486,0,WAT,0,UNK
S,2019,S9161,Fort Hunter Liggett Dept of Army,1,OP,1/1/2013,,PV,Photovoltaic,2,3504,0,SUN,0,N/A
S,2019,S9013,Fosters Wine Estates Inc.,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
S,2019,S9085,Fowler Packing Company Inc.,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
S,2019,S9086,Fowler Packing Company Inc.,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
W,2019,W0371,FPL Energy Montezuma Winds LLC,WPRS 1,OP,1/28/2011,,WT,Wind Turbine,36.8,90091,0,WND,0,N/A
S,2019,S9001,FPUD - Sanitary,1,OP,1/1/2012,,PV,Photovoltaic,1,1619,0,SUN,0,N/A
H,2019,H0488,Frankenheimer,Unit 1,OP,5/3/1983,,HY,Hydraulic Turbine (conventional),5.04,12640,0,WAT,0,UNK
H,2019,H0193,Franklin,Unit 1,OP,6/3/1921,,HY,Hydraulic Turbine (conventional),2,-3,0,WAT,0,UNK
S,2019,S0578,Freeway Springs,Unit 1,OP,10/13/2016,,PV,Photovoltaic,2,2773.16,0,SUN,0,N/A
S,2019,S9064,Fremont Group 50 Beale/DG Cogen Partners LLC,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
S,2019,S9113,Fremont Group Inc. 50 Beale/DG Cogen Partners LLC,1,OP,1/1/2012,,PV,Photovoltaic,1.2,1897,0,SUN,0,N/A
H,2019,H0195,French Meadows,911,OP,10/1/1966,,HY,Hydraulic Turbine (conventional),15,84192,0,WAT,0,UNK
S,2019,S9182,Fresh Air Energy LLC_(Pioneer 1),Unit 1,OP,12/31/2013,,PV,Photovoltaic,1.5,1971,0,SUN,0,N/A
S,2019,S9175,Fresh Air Energy IV - Sonora 1,Unit 1,OP,12/1/2013,,PV,Photovoltaic,1.5,3653.18,0,SUN,0,UNK
G,2019,G0384,Fresno Cogeneration Partners LP,UNIT 2,OP,12/1/1989,,CA,Combined Cycle - Steam Turbine portion,8.25,812.02,0,NG,0,UNK
G,2019,G0384,Fresno Cogeneration Partners LP,UNIT 4,OP,1/14/2005,,CT,Combined Cycle - Combustion Turbine portion,50,5693.02,65284,NG,0,UNK
G,2019,G0904,Fresno Cogeneration Partners LP PKR,UNIT 3,OP,8/16/2001,,GT,Combustion (gas) Turbine,21.3,1322.02,20715,NG,0,UNK
S,2019,S0425,Fresno Solar South,Unit 1,OP,10/1/2015,,PV,Photovoltaic,1.5,2955,0.01,SUN,0.01,UNK
S,2019,S0426,Fresno Solar West,Unit 1,OP,10/1/2015,,PV,Photovoltaic,1.5,3268,0.01,SUN,0.01,UNK
H,2019,H0198,Friant-Kern Hydro Facility (River Outlet Madera Canal F-K),FR1,OP,1/1/1986,,HY,Hydraulic Turbine (conventional),18.4,89609,0,WAT,0,UNK
H,2019,H0198,Friant-Kern Hydro Facility (River Outlet Madera Canal F-K),M1,OP,1/1/1986,,HY,Hydraulic Turbine (conventional),9.78,27585,0,WAT,0,UNK
H,2019,H0198,Friant-Kern Hydro Facility (River Outlet Madera Canal F-K),RO1,OP,1/1/1986,,HY,Hydraulic Turbine (conventional),2.39,9587.01,0,WAT,0,UNK
G,2019,G0216,Frito-Lay (Kern Plant),GEN1,OP,3/1/1986,,GT,Combustion (gas) Turbine,6.05,26701,321665,NG,0,UNK
S,2019,S0459,Frontier Solar LLC (Crow Creek),1,OP,6/7/2016,,PV,Photovoltaic,20,52092,0,SUN,0,N/A
G,2019,G1024,Fuel Cell DFC,FCE,OP,11/1/2010,,FC,Fuel Cell (electrochemical),1.4,2932,25615,NG,0.01,UNK
S,2019,S9201,Garces (Oswell A),Unit 1,OP,12/31/2015,,PV,Photovoltaic,1.5,2628,0,SUN,0,N/A
S,2019,S0531,Garland Solar Facility,GARS1,OP,9/26/2016,,PV,Photovoltaic,205.13,534076,0,SUN,0,N/A
S,2019,S9401,Garnet Solar Power Generation Station 1,1,OP,12/1/2014,,PV,Photovoltaic,4,3316.93,0,SUN,0,UNK
W,2019,W0440,Garnet Wind Energy Center,WPRS 1,OP,6/2/2009,,WT,Wind Turbine,6.5,13974,0,WND,0,N/A
S,2019,S0639,Gaskell West 1,Unit 1,OP,3/23/2018,,PV,Photovoltaic,23.4,52512,0,SUN,0,N/A
S,2019,S0224,Gates Solar Station,1,OP,6/24/2013,,PV,Photovoltaic,20,33235,0,SUN,0,UNK
G,2019,G0950,Gateway Generating Station,165,OP,1/4/2009,,CA,Combined Cycle - Steam Turbine portion,249.82,1074130,1110940,NG,0,OBG
G,2019,G0950,Gateway Generating Station,334,OP,1/4/2009,,CT,Combined Cycle - Combustion Turbine portion,181.64,890581,9603250,NG,0,OBG
G,2019,G0950,Gateway Generating Station,335,OP,1/4/2009,,CT,Combined Cycle - Combustion Turbine portion,181.64,908145,9952770,NG,0,OBG
T,2019,T0021,GEM II,GEM 2,SB,4/1/1989,,ST,Steam Turbine,18.5,0.12,0,GEO,0,UNK
T,2019,T0022,GEM III,GEM 3,OP,5/1/1989,,ST,Steam Turbine,26.5,79574,0,GEO,0,N/A
S,2019,S0403,Genentech Inc - Oceanside,1,OP,3/1/2016,,PV,Photovoltaic,4.3,6255,0,SUN,0,N/A
S,2019,S0630,Genentech Inc. - Vacaville,Unit 1,OP,5/8/2017,,PV,Photovoltaic,3.53,5740,0,SUN,0,N/A
S,2019,S0630,Genentech Inc. - Vacaville,Unit 2,OP,5/8/2017,,PV,Photovoltaic,4.37,6759,0,SUN,0,N/A
S,2019,S9065,General Chemical Corp/Chevron Energy Solutions,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
S,2019,S0259,Genesis Solar Energy Project,Unit 1,OP,3/7/2014,,ST,Steam Turbine,125,305464,0,SUN,0,UNK
S,2019,S0259,Genesis Solar Energy Project,Unit 2,OP,11/30/2013,,ST,Steam Turbine,125,311493,0,SUN,0,UNK
S,2019,S9076,George Jackson,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
T,2019,T0039,Geothermal 1,1,OP,1/1/1983,,ST,Steam Turbine,55,173718,0,GEO,0,UNK
T,2019,T0039,Geothermal 1,2,OP,1/1/1983,,ST,Steam Turbine,55,150951,0,GEO,0,UNK
T,2019,T0040,Geothermal 2,3,CS,1/1/1985,,ST,Steam Turbine,55,0.12,0,GEO,0,UNK
T,2019,T0040,Geothermal 2,4,OP,5/1/1986,,ST,Steam Turbine,55,331159,0,GEO,0,UNK
S,2019,S9066,Ghiradelli Chocolate,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
G,2019,G0228,Gianera,1,OP,6/1/1987,,GT,Combustion (gas) Turbine,25,2319.02,0,NG,0,OIL
G,2019,G0228,Gianera,2,OP,6/1/1986,,GT,Combustion (gas) Turbine,25,2255.02,0,NG,0,OIL
S,2019,S0605,Giffen Solar Park LLC,W5512,OP,5/22/2017,,PV,Photovoltaic,20,32114,0,SUN,0,N/A
S,2019,S0178,Giffen Solar Station,1,OP,6/30/2012,,PV,Photovoltaic,10,17467,0,SUN,0,UNK
G,2019,G0229,Gilroy Cogen Plant,GI1CT1,OP,3/1/1988,,CT,Combined Cycle - Combustion Turbine portion,85.4,63881,803045,NG,0,UNK
G,2019,G0229,Gilroy Cogen Plant,GI1ST1,OP,3/1/1988,,CA,Combined Cycle - Steam Turbine portion,38,25657,0,NG,0,UNK
G,2019,G0822,Gilroy Peaker,GI2JT1,OP,2/1/2002,,GT,Combustion (gas) Turbine,47.3,10370,122765,NG,0,UNK
G,2019,G0822,Gilroy Peaker,GI2JT2,OP,2/1/2002,,GT,Combustion (gas) Turbine,47.3,7807,92296,NG,0,UNK
G,2019,G0822,Gilroy Peaker,GI2JT3,OP,2/1/2002,,GT,Combustion (gas) Turbine,47.3,8500,100370,NG,0,UNK
